drug.name,k,l,m,n,OR,pvalue,adj.pvalue
Mannitol,43,29,39,183,6.89711791592036,3.07386902764955E-11,1.63200455122218E-9
"(3Z)-N,N-DIMETHYL-2-OXO-3-(4,5,6,7-TETRAHYDRO-1H-INDOL-2-YLMETHYLIDENE)-2,3-DIHYDRO-1H-INDOLE-5-SULFONAMIDE",43,29,39,183,6.89711791592036,3.07386902764955E-11,1.63200455122218E-9
Ursodeoxycholic acid,66,81,16,131,6.62667369508252,3.1768818966127E-11,1.68079947316127E-9
Ribavirin,52,47,30,165,6.04015128869968,4.87898357752995E-11,2.57233973366202E-9
Acitretin,37,20,45,192,7.82029857791613,4.92469041036937E-11,2.58742227501992E-9
Pirfenidone,43,30,39,182,6.63368357733572,6.20510866973056E-11,3.2488706104472E-9
Rhein,36,19,46,193,7.87589679056238,7.30682023750655E-11,3.81251263468711E-9
Cholecalciferol,62,72,20,140,5.98788188407086,9.02885080089399E-11,4.69483522130827E-9
Famotidine,28,9,54,203,11.5696111168102,1.01368733047451E-10,5.24355488564E-9
VTP-194204,39,24,43,188,7.04322306759969,1.01534251604527E-10,5.24355488564E-9
Pelitinib,32,14,50,198,8.96157390677607,1.17731016001522E-10,6.05932752514768E-9
Resveratrol,81,144,1,68,38.0021710418382,1.4115254397725E-10,7.24014994087316E-9
Niclosamide,52,49,30,163,5.72515880787814,1.5141421523594E-10,7.7402645686985E-9
Serine,31,13,51,199,9.21156800428702,1.55765784372548E-10,7.93590542619114E-9
Icariin,45,35,37,177,6.10310796834108,1.56464286822714E-10,7.94474253104863E-9
Ketamine,58,63,24,149,5.67747841478395,1.66303739941433E-10,8.41611564099141E-9
Camptothecin,46,37,36,175,5.99768204222027,1.68475348787775E-10,8.4975939716796E-9
Vesnarinone,41,28,41,184,6.5176785658585,1.69094638550362E-10,8.50049485207483E-9
Alendronic acid,47,39,35,173,5.91225921775076,1.76298489088959E-10,8.83329051286043E-9
"(4R,5R)-1,2-dithiane-4,5-diol",33,16,49,196,8.17124750476679,2.15143858068381E-10,1.07440294576465E-8
Platinum,43,32,39,180,6.15347229952742,2.38304411059318E-10,1.18614932006344E-8
Candesartan,51,48,31,164,5.58170666283726,2.85665753765159E-10,1.41722631121286E-8
WP 1066,32,15,50,197,8.32508052465811,2.97176191374163E-10,1.46951306812625E-8
Orantinib,28,10,54,202,10.3625184347353,3.07401059604319E-10,1.51512286144878E-8
Ethanol,81,147,1,65,35.5894947826019,5.08321653215223E-10,2.49728874579161E-8
Propranolol,61,73,21,139,5.49630926359852,5.19928933159751E-10,2.54604674509416E-8
Mifepristone,56,61,26,151,5.29734330968806,6.8845144097487E-10,3.35410864356983E-8
Selenic acid,29,12,53,200,9.0295197916311,6.89376775451701E-10,3.35410864356983E-8
Indomethacin,68,94,14,118,6.06050071301812,7.5520480894475E-10,3.66261288831742E-8
HESPERIDIN,42,32,40,180,5.86164901935454,7.58188751828205E-10,3.6653366221421E-8
Prazosin,45,38,37,174,5.52917069797322,9.80000554385059E-10,4.72256060376253E-8
Salicylic acid,48,44,34,168,5.35334090976797,1.00322262762848E-9,4.81911879188875E-8
Ibuprofen,46,40,36,172,5.45573671044969,1.01145002793013E-9,4.8432648045294E-8
Beta-Mercaptoethanol,47,42,35,170,5.39758798775697,1.01896347201731E-9,4.86385052664626E-8
Mitoglitazone,20,3,62,209,22.179482286651,1.07214216918557E-9,5.1015967165412E-8
Phenolphthalein,30,14,52,198,8.08485767728022,1.34089777210082E-9,6.3604208518861E-8
AZD-8055,17,1,65,211,54.4225608585456,1.41260607503886E-9,6.63813475655408E-8
Sapanisertib,17,1,65,211,54.4225608585456,1.41260607503886E-9,6.63813475655408E-8
Latrepirdine,17,1,65,211,54.4225608585456,1.41260607503886E-9,6.63813475655408E-8
SGI-1776,22,5,60,207,15.002192452404,1.55607356584846E-9,7.28968008565723E-8
Creatine,24,7,58,205,11.9880067550719,1.56635666140444E-9,7.31520522758389E-8
AZD-1480,23,6,59,206,13.2301554483618,1.61565027087725E-9,7.52219977632455E-8
Letrozole,29,13,53,199,8.29699133454303,1.7787806169025E-9,8.25630360828809E-8
Hesperetin,33,19,49,193,6.78348197112035,2.57285977087152E-9,1.19055436132259E-7
Arecoline,56,64,26,148,4.95104404855135,2.91697079749497E-9,1.34567165362564E-7
Parthenolide,48,46,34,166,5.06118804245225,2.96417389326335E-9,1.36116637541331E-7
Norepinephrine,58,69,24,143,4.9780257110655,2.96854943507833E-9,1.36116637541331E-7
Disopyramide,26,10,56,202,9.28798824286393,3.59824498299845E-9,1.64491553158826E-7
Nandrolone,32,18,50,194,6.83907323647459,3.71257630378909E-9,1.68872616534963E-7
Bardoxolone,34,21,48,191,6.3903205083026,3.71640126646905E-9,1.68872616534963E-7
Merimepodib,24,8,58,204,10.4433702885282,4.94497475218029E-9,2.21374832101267E-7
Mubritinib,24,8,58,204,10.4433702885282,4.94497475218029E-9,2.21374832101267E-7
Dacomitinib,24,8,58,204,10.4433702885282,4.94497475218029E-9,2.21374832101267E-7
Neratinib,24,8,58,204,10.4433702885282,4.94497475218029E-9,2.21374832101267E-7
BMS-599626,24,8,58,204,10.4433702885282,4.94497475218029E-9,2.21374832101267E-7
Pasireotide,20,4,62,208,16.5767914635939,5.03483663990899E-9,2.24732846346434E-7
Buthionine Sulfoximine,44,39,38,173,5.10175015011014,5.2676134827432E-9,2.34276351912424E-7
Pyrroloquinoline Quinone,31,17,51,195,6.91298597125107,5.27961148742271E-9,2.34276351912424E-7
Methamphetamine,46,43,36,169,4.98907699924734,5.35135993183724E-9,2.36765774268758E-7
Roflumilast,23,7,59,205,11.296480424964,5.45296817752931E-9,2.40557947580371E-7
Irofulven,33,20,49,192,6.41288939833803,5.4883516970392E-9,2.41415059215596E-7
"2-(1,1-DIMETHYLETHYL)9-FLUORO-3,6-DIHYDRO-7H-BENZ[H]-IMIDAZ[4,5-F]ISOQUINOLIN-7-ONE",22,6,60,206,12.4476800059207,5.70658401618729E-9,2.5028682383945E-7
Pravastatin,56,66,26,146,4.73610809389515,7.331992868991E-9,3.20646719944413E-7
"6-[4-(2-piperidin-1-ylethoxy)phenyl]-3-pyridin-4-ylpyrazolo[1,5-a]pyrimidine",48,48,34,164,4.79326980108495,8.3530336436139E-9,3.6424669710048E-7
Thioridazine,42,36,40,176,5.09858295980334,8.41814746985953E-9,3.66031239151471E-7
Hydralazine,39,31,43,181,5.25855356732995,1.1308372186201E-8,4.90292819989359E-7
Budesonide,49,51,33,161,4.65892098398128,1.2771925462995E-8,5.52165410558337E-7
Ritonavir,48,49,34,163,4.66747472620095,1.37866958219221E-8,5.94338609507549E-7
Lactic Acid,41,35,41,177,5.02322273331472,1.38592795266934E-8,5.95770310922015E-7
Puerarin,47,47,35,165,4.68512528550722,1.4623878254316E-8,6.26857352326999E-7
Ethanolamine,19,4,63,208,15.5028292054666,1.81180183845197E-8,7.72259411080333E-7
Patupilone,19,4,63,208,15.5028292054666,1.81180183845197E-8,7.72259411080333E-7
Pyrimethamine,39,32,43,180,5.06711484748397,2.04414622654111E-8,8.68846044113457E-7
Alsterpaullone,29,16,53,196,6.64735152190789,2.28429263133024E-8,9.68198463864309E-7
Cyanamide,25,11,57,201,7.9418715464819,3.07099416074803E-8,1.2943907736228E-6
Nicotinamide,25,11,57,201,7.9418715464819,3.07099416074803E-8,1.2943907736228E-6
Lauric Acid,38,31,44,181,5.00853092174428,3.25635636432716E-8,1.36870638198449E-6
Calcidiol,35,26,47,186,5.2896901338907,3.69022035683702E-8,1.54677080026882E-6
Idronoxil,24,10,58,202,8.28162467964912,3.83058910927873E-8,1.59676061187625E-6
Afatinib,24,10,58,202,8.28162467964912,3.83058910927873E-8,1.59676061187625E-6
Riluzole,36,28,46,184,5.10752352550952,4.42492298159913E-8,1.83943818951154E-6
Ubidecarenone,23,9,59,203,8.71016521480791,4.64809802071421E-8,1.92691820623893E-6
Estrone sulfate,29,17,53,195,6.22665958510255,4.91947445326469E-8,2.03384799093961E-6
Artemisinin,22,8,60,204,9.25996778975825,5.46186038565088E-8,2.25193264636557E-6
Clenbuterol,38,32,44,180,4.82616082644666,5.78041034985427E-8,2.37035378110689E-6
Apocynin,38,32,44,180,4.82616082644666,5.78041034985427E-8,2.37035378110689E-6
Isoflurane,56,71,26,141,4.25439793446576,6.4222416162262E-8,2.62642971302194E-6
Ginsenoside Rg1,20,6,62,206,10.9646913424737,6.66707272024004E-8,2.71189655149332E-6
"(4-AMINO-2-{[1-(METHYLSULFONYL)PIPERIDIN-4-YL]AMINO}PYRIMIDIN-5-YL)(2,3-DIFLUORO-6-METHOXYPHENYL)METHANONE",20,6,62,206,10.9646913424737,6.66707272024004E-8,2.71189655149332E-6
Triptorelin,28,16,54,196,6.30123851466183,6.87471429892226E-8,2.77398592512806E-6
CC-401,28,16,54,196,6.30123851466183,6.87471429892226E-8,2.77398592512806E-6
Recoflavone,28,16,54,196,6.30123851466183,6.87471429892226E-8,2.77398592512806E-6
N-omega-nitro-L-arginine methyl ester,41,38,41,174,4.55063951430199,7.1003044923938E-8,2.85739312329975E-6
Oleandrin,33,24,49,188,5.23844076854585,8.49068801608572E-8,3.40786513740754E-6
Alitretinoin,37,31,45,181,4.76952624971953,9.10923517134664E-8,3.64645602955065E-6
Silibinin A,48,53,34,159,4.21154918978689,9.20201526549665E-8,3.67387694736835E-6
Sitagliptin,31,21,51,191,5.48826208521825,9.76342298520393E-8,3.88775935247249E-6
Auranofin,38,33,44,179,4.65480230390055,1.00827750979119E-7,4.00438633790291E-6
Bendamustine,29,18,53,194,5.85245748589024,1.02146314744904E-7,4.04613348458136E-6
Podofilox,45,47,37,165,4.2452145642895,1.13141349042568E-7,4.46995802925717E-6
Cocaine,55,70,27,142,4.1105795507448,1.19341964477629E-7,4.70265181417102E-6
Trichloroethylene,43,43,39,169,4.30795104435262,1.20040414757135E-7,4.71788797375862E-6
Hydrofluoric acid,42,41,40,171,4.35328828472648,1.20539161966928E-7,4.72521669408197E-6
Mechlorethamine,35,28,47,184,4.86121995269336,1.23702072600833E-7,4.83667468534743E-6
2-(4-(2-HYDROXY-3-(ISOPROPYLAMINO)PROPOXY)PHENYL)ETHANAMIDE,32,23,50,189,5.22224195749828,1.26856819174898E-7,4.94723976388951E-6
Abemaciclib,15,2,67,210,23.2321712968935,1.44312477408424E-7,5.61351836103854E-6
Carbon dioxide,39,36,43,176,4.40726026245705,1.84119321798307E-7,7.14357528468629E-6
Neflamapimod,34,27,48,185,4.8214282016375,1.89247262953373E-7,7.3237534611028E-6
Cyclohexanol,16,3,66,209,16.6971978514038,1.92318604554645E-7,7.42362624833428E-6
Pimozide,35,29,47,183,4.66907044012499,2.19593434582537E-7,8.45488427413414E-6
Phenylbutyric acid,37,33,45,179,4.43265396984912,2.719662598463E-7,1.04447890595652E-5
Z-Val-Ala-Asp fluoromethyl ketone,40,39,42,173,4.20020163766926,3.15973016885951E-7,1.21041352482549E-5
Acteoside,24,13,58,199,6.28421407541337,5.06583058771164E-7,1.92596529215765E-5
Plitidepsin,24,13,58,199,6.28421407541337,5.06583058771164E-7,1.92596529215765E-5
Halofuginone,24,13,58,199,6.28421407541337,5.06583058771164E-7,1.92596529215765E-5
Dipyridamole,50,62,32,150,3.76116194031245,6.18567484098466E-7,2.34582201548003E-5
{4-[3-(4-acetyl-3-hydroxy-2-propylphenoxy)propoxy]phenoxy}acetic acid,18,6,64,206,9.56427721734795,7.11036031533465E-7,2.68975351825069E-5
Isopropyl Alcohol,44,49,38,163,3.83156102260965,7.3180034218159E-7,2.76139861158628E-5
Vardenafil,25,15,57,197,5.71734595358305,7.92981033753741E-7,2.98481634051653E-5
Cilostazol,39,39,43,173,4.0008725266272,8.14999277108839E-7,3.06008185666242E-5
Phenol,28,20,54,192,4.9442408530937,1.08750110704172E-6,4.07313879449647E-5
SB-409513,21,10,61,202,6.89661524165613,1.10555421634538E-6,4.13053102505313E-5
Aminosalicylic Acid,26,17,56,195,5.28799276638027,1.14675422456489E-6,4.27390812176952E-5
Daunorubicin,37,36,45,176,3.99727708801689,1.24063524235862E-6,4.61243831595868E-5
Ethylmercurithiosalicylic acid,40,42,42,170,3.83431293295172,1.30084146068546E-6,4.82441960743474E-5
Dexfosfoserine,23,13,59,199,5.92211065798852,1.45143283929843E-6,5.36975540104939E-5
2-deoxyglucose,25,16,57,196,5.33463939134531,1.5979638364618E-6,5.89744577516427E-5
Perindopril,19,8,63,204,7.62393559132265,1.67390967605348E-6,6.1419275096705E-5
Oxamic Acid,34,31,48,181,4.11188005065756,1.67638540636772E-6,6.1419275096705E-5
"1,4-Dithiothreitol",34,31,48,181,4.11188005065756,1.67638540636772E-6,6.1419275096705E-5
Amodiaquine,30,24,52,188,4.49099240026244,1.68873947592228E-6,6.17224534739087E-5
Nifedipine,43,49,39,163,3.64925328517417,1.82203334530402E-6,6.64337993773072E-5
Disulfiram,42,47,40,165,3.66745169385715,1.9144814721085E-6,6.96367836029879E-5
Resatorvid,22,12,60,200,6.06413576063054,1.92361769234815E-6,6.98013101685183E-5
Rutin,38,39,44,173,3.81055190317139,2.03988191583773E-6,7.36668112620184E-5
Rebamipide,38,39,44,173,3.81055190317139,2.03988191583773E-6,7.36668112620184E-5
Mirtazapine,17,6,65,206,8.8967374672261,2.23987752429116E-6,8.0696713557667E-5
Tofacitinib,27,20,55,192,4.68226263208121,2.88454216928918E-6,1.03675386488679E-4
Crizotinib,35,34,47,178,3.87730816492493,2.94526207887116E-6,1.05606916263923E-4
Talmapimod,23,14,59,198,5.47356347585381,3.00368605016468E-6,1.07447183721157E-4
Streptozocin,25,17,57,195,4.99684211163942,3.10199587611815E-6,1.10441717703852E-4
Sodium fluoride,25,17,57,195,4.99684211163942,3.10199587611815E-6,1.10441717703852E-4
Spermine,40,44,42,168,3.61799749857032,3.1385547876096E-6,1.11481032329381E-4
"3,4-Dihydroxycinnamic Acid",31,27,51,185,4.14054918173087,3.39737011001514E-6,1.20391507641874E-4
Hypericin,24,16,58,196,5.03443164669696,4.31825054906148E-6,1.52532558324209E-4
Aminophylline,29,24,53,188,4.26049107748986,4.32453065569563E-6,1.52532558324209E-4
"Adenosine-5'-[Beta, Gamma-Methylene]Triphosphate",11,1,71,211,32.293999045214,4.4000561385247E-6,1.54835531229813E-4
L-Lysine,37,39,45,173,3.62863993204095,4.95485514497439E-6,1.73954055753454E-4
Androstenedione,30,26,52,186,4.10329254798937,5.02696561174682E-6,1.76077163784153E-4
Desloratadine,27,21,55,191,4.43726260353441,5.19502353503592E-6,1.81543410366167E-4
Dehydroascorbic Acid,21,12,61,200,5.69539695176448,5.38433264754922E-6,1.8772539208768E-4
Valproic Acid,56,83,26,129,3.33328544417946,5.81855983159645E-6,2.0239841821367E-4
Nitroglycerin,47,61,35,151,3.30916420198194,6.18631944649388E-6,2.14697367524908E-4
Sapitinib,12,2,70,210,17.7923323436403,6.45740464002314E-6,2.23082117145205E-4
Solamargine,12,2,70,210,17.7923323436403,6.45740464002314E-6,2.23082117145205E-4
Mitoxantrone,26,20,56,192,4.42955176183846,7.4379110310401E-6,2.56370072101931E-4
Lenvatinib,13,3,69,209,12.9896479986443,7.62869498176714E-6,2.61753518338672E-4
Glucosamine,13,3,69,209,12.9896479986443,7.62869498176714E-6,2.61753518338672E-4
Glyburide,48,64,34,148,3.25038825673841,7.89076653868168E-6,2.70133093131269E-4
Losmapimod,22,14,60,198,5.14989611123309,8.12612164602334E-6,2.75297217462923E-4
3-(1-NAPHTHYLMETHOXY)PYRIDIN-2-AMINE,22,14,60,198,5.14989611123309,8.12612164602334E-6,2.75297217462923E-4
2-Chlorophenol,22,14,60,198,5.14989611123309,8.12612164602334E-6,2.75297217462923E-4
4-[3-(4-FLUOROPHENYL)-1H-PYRAZOL-4-YL]PYRIDINE,22,14,60,198,5.14989611123309,8.12612164602334E-6,2.75297217462923E-4
Hydrocortisone,56,84,26,128,3.26828796054795,8.13258251471528E-6,2.75297217462923E-4
Flunisolide,19,10,63,202,6.04567748711308,9.12733149289707E-6,3.08280941301666E-4
Diphenhydramine,31,29,51,183,3.81487076679279,9.31784071863852E-6,3.14014576051921E-4
4-(2-Aminoethyl)Benzenesulfonyl Fluoride,25,19,57,193,4.42764638428335,1.05677973758255E-5,3.54559235519767E-4
Azathioprine,25,19,57,193,4.42764638428335,1.05677973758255E-5,3.54559235519767E-4
Metoprolol,40,47,42,165,3.32791824129079,1.07886373634339E-5,3.61167802893378E-4
Nesbuvir,21,13,61,199,5.23311241421616,1.09747183444124E-5,3.66586145780284E-4
5-(2-methylpiperazine-1-sulfonyl)isoquinoline,26,21,56,191,4.19776058995691,1.30754153360649E-5,4.35793257517729E-4
Tipifarnib,17,8,65,204,6.61608414122898,1.44099411531481E-5,4.79216405364605E-4
Nilotinib,20,12,62,200,5.33841174445546,1.46551922122886E-5,4.86303665151999E-4
Gonadorelin,24,18,58,194,4.43215277752279,1.49008679113535E-5,4.93373968490669E-4
Timolol,27,23,55,189,4.01099161512432,1.55755955555952E-5,5.12210675284497E-4
Gossypol,27,23,55,189,4.01099161512432,1.55755955555952E-5,5.12210675284497E-4
1-(5-Tert-Butyl-2-P-Tolyl-2h-Pyrazol-3-Yl)-3-[4-(2-Morpholin-4-Yl-Ethoxy)-Naphthalen-1-Yl]-Urea,22,15,60,197,4.78399480214735,1.5639027186616E-5,5.12210675284497E-4
Dilmapimod,22,15,60,197,4.78399480214735,1.5639027186616E-5,5.12210675284497E-4
VX-702,22,15,60,197,4.78399480214735,1.5639027186616E-5,5.12210675284497E-4
Pomalidomide,33,34,49,178,3.50816924538749,1.68309215759751E-5,5.50057096338652E-4
Terfenadine,38,44,44,168,3.28228474960026,1.71940033644955E-5,5.60712055117919E-4
Magnesium,52,76,30,136,3.08897852488591,1.72471613422301E-5,5.6123602462052E-4
"2-tert-butylbenzene-1,4-diol",37,42,45,170,3.31247266678412,1.75661592945251E-5,5.70389820953143E-4
Clonidine,35,38,47,174,3.39341847700839,1.76750611022853E-5,5.72697002216806E-4
Arachidonic Acid,64,109,18,103,3.34651629360683,1.82397257409171E-5,5.89730130483014E-4
Domoic Acid,19,11,63,201,5.47138682139126,1.93307636772976E-5,6.23673132604435E-4
Picropodophyllin,21,14,61,198,4.83672017673374,2.13660781314939E-5,6.87872299451014E-4
Chenodeoxycholic acid,52,77,30,135,3.02680210702523,2.38804092732127E-5,7.67187865563105E-4
Carbamazepine,39,47,43,165,3.17016926918096,2.44511485575838E-5,7.8385933045955E-4
6-O-Cyclohexylmethyl Guanine,12,3,70,209,11.8233678871383,2.48681091665903E-5,7.87219303817421E-4
"4-{[(2,6-dichlorophenyl)carbonyl]amino}-N-piperidin-4-yl-1H-pyrazole-3-carboxamide",12,3,70,209,11.8233678871383,2.48681091665903E-5,7.87219303817421E-4
Trapidil,12,3,70,209,11.8233678871383,2.48681091665903E-5,7.87219303817421E-4
Fluocinolone,12,3,70,209,11.8233678871383,2.48681091665903E-5,7.87219303817421E-4
Brivanib,12,3,70,209,11.8233678871383,2.48681091665903E-5,7.87219303817421E-4
"3,5-diiodothyropropionic acid",12,3,70,209,11.8233678871383,2.48681091665903E-5,7.87219303817421E-4
Ketanserin,18,10,64,202,5.63990284702434,2.51526573644098E-5,7.94564628850887E-4
CI-1040,27,24,55,188,3.82441840340534,2.60109159572087E-5,8.18260215708499E-4
Spermidine,27,24,55,188,3.82441840340534,2.60109159572087E-5,8.18260215708499E-4
Griseofulvin,24,19,58,193,4.17843657706063,2.63744577601536E-5,8.27975274722176E-4
3-(Benzyloxy)Pyridin-2-Amine,22,16,60,196,4.46371895050815,2.89565292501811E-5,9.05278092565464E-4
4-PHENOXY-N-(PYRIDIN-2-YLMETHYL)BENZAMIDE,22,16,60,196,4.46371895050815,2.89565292501811E-5,9.05278092565464E-4
Urapidil,29,28,53,184,3.5772227398868,3.23682114880409E-5,0.00100985223499161
Zidovudine,30,30,52,182,3.48255262213562,3.49180006801588E-5,0.00108716125518627
S-Hydroxycysteine,23,18,59,194,4.17669466863141,3.70701771107301E-5,0.00115179865302687
Mitotane,38,46,44,166,3.10328077809629,3.71546163717533E-5,0.00115205662586083
Uric Acid,37,44,45,168,3.12572890550015,3.84475723214339E-5,0.001189709501258
DPDPE,21,15,61,197,4.49305560069655,3.99020172111528E-5,0.00122968599272772
Triethylenetetramine,21,15,61,197,4.49305560069655,3.99020172111528E-5,0.00122968599272772
3-[(3-(2-CARBOXYETHYL)-4-METHYLPYRROL-2-YL)METHYLENE]-2-INDOLINONE,16,8,66,204,6.13476015023603,4.05502627226806E-5,0.00124712342314945
Sphingosine,42,55,40,157,2.98489467569948,4.18993488767335E-5,0.00128600074825613
Lapachone,18,11,64,201,5.10414531082252,5.13759178814305E-5,0.00157366944216249
Thymol,22,17,60,195,4.18102675418522,5.17480631126425E-5,0.00157867702727616
Prednisone,22,17,60,195,4.18102675418522,5.17480631126425E-5,0.00157867702727616
Tazarotene,20,14,62,198,4.53352972782036,5.455138841927E-5,0.00164430719808818
Purvalanol A,20,14,62,198,4.53352972782036,5.455138841927E-5,0.00164430719808818
"2,5-DI-(TERT-BUTYL)-1,4,BENZOHYDROQUINONE",20,14,62,198,4.53352972782036,5.455138841927E-5,0.00164430719808818
Trabectedin,20,14,62,198,4.53352972782036,5.455138841927E-5,0.00164430719808818
Taurolidine,20,14,62,198,4.53352972782036,5.455138841927E-5,0.00164430719808818
Phosphonotyrosine,20,14,62,198,4.53352972782036,5.455138841927E-5,0.00164430719808818
Prednisolone,37,45,45,167,3.03802932726995,5.5922729019361E-5,0.00168229145213955
Sotrastaurin,32,35,50,177,3.22193733684842,5.8291149823196E-5,0.00175006005507604
Gadolinium,13,5,69,207,7.73385420395753,6.93221838449317E-5,0.00207712065401823
Probenecid,21,16,61,196,4.19228876910345,7.17471916183574E-5,0.00214553328288962
Dexrazoxane,10,2,72,210,14.4318984485842,7.33948433620222E-5,0.00219047577802126
N-phenyl-1H-pyrazole-3-carboxamide,11,3,71,209,10.6894089167987,7.90629999560628E-5,0.00229183661041544
1-Amino-6-Cyclohex-3-Enylmethyloxypurine,11,3,71,209,10.6894089167987,7.90629999560628E-5,0.00229183661041544
N-(3-METHYLBUT-2-EN-1-YL)-9H-PURIN-6-AMINE,11,3,71,209,10.6894089167987,7.90629999560628E-5,0.00229183661041544
2-ANILINO-6-CYCLOHEXYLMETHOXYPURINE,11,3,71,209,10.6894089167987,7.90629999560628E-5,0.00229183661041544
4-[(6-chloropyrazin-2-yl)amino]benzenesulfonamide,11,3,71,209,10.6894089167987,7.90629999560628E-5,0.00229183661041544
Lysine Nz-Carboxylic Acid,11,3,71,209,10.6894089167987,7.90629999560628E-5,0.00229183661041544
Sulfanilamide,11,3,71,209,10.6894089167987,7.90629999560628E-5,0.00229183661041544
N-(4-sulfamoylphenyl)-1H-indazole-3-carboxamide,11,3,71,209,10.6894089167987,7.90629999560628E-5,0.00229183661041544
N-(5-Cyclopropyl-1h-Pyrazol-3-Yl)Benzamide,11,3,71,209,10.6894089167987,7.90629999560628E-5,0.00229183661041544
"4-(2,4-Dimethyl-Thiazol-5-Yl)-Pyrimidin-2-Ylamine",11,3,71,209,10.6894089167987,7.90629999560628E-5,0.00229183661041544
"4-[3-Hydroxyanilino]-6,7-Dimethoxyquinazoline",11,3,71,209,10.6894089167987,7.90629999560628E-5,0.00229183661041544
5-hydroxynaphthalene-1-sulfonamide,11,3,71,209,10.6894089167987,7.90629999560628E-5,0.00229183661041544
2-Amino-6-Chloropyrazine,11,3,71,209,10.6894089167987,7.90629999560628E-5,0.00229183661041544
(2S)-2-({6-[(3-amino-5-chlorophenyl)amino]-9-isopropyl-9H-purin-2-yl}amino)-3-methylbutan-1-ol,11,3,71,209,10.6894089167987,7.90629999560628E-5,0.00229183661041544
"N~6~-cyclohexyl-N~2~-(4-morpholin-4-ylphenyl)-9H-purine-2,6-diamine",11,3,71,209,10.6894089167987,7.90629999560628E-5,0.00229183661041544
Vitamin A,36,44,46,168,2.97543443885753,8.34017797689998E-5,0.00241298429966898
Mocetinostat,16,9,66,203,5.42934876590091,8.70219455129606E-5,0.00251257239071775
Betulinic Acid,25,23,57,189,3.58578520685311,8.71760165006824E-5,0.00251257239071775
"1,2-Dihydroxybenzene",22,18,60,194,3.9298730290401,8.95105064729957E-5,0.00257495199505832
Midazolam,26,25,56,187,3.45588527588971,9.74779531076887E-5,0.0027988308509619
Cupric Chloride,20,15,62,197,4.2115600450983,9.87984688029726E-5,0.00283137346661238
Pevonedistat,18,12,64,200,4.65758880567068,9.94436491876293E-5,0.00283910889110085
Alanyl Glutamine,18,12,64,200,4.65758880567068,9.94436491876293E-5,0.00283910889110085
"4-(5-phenyl-1H-pyrrolo[2,3-b]pyridin-3-yl)benzoic acid",7,0,75,212,Inf,1.08451546678748E-4,0.00309045266107555
Menadione,38,49,44,163,2.86140065676925,1.09014868701523E-4,0.00310066588030502
L-Tyrosine,15,8,67,204,5.66760624514195,1.10777992312469E-4,0.00313314557889395
Lutein,15,8,67,204,5.66760624514195,1.10777992312469E-4,0.00313314557889395
GM6001,15,8,67,204,5.66760624514195,1.10777992312469E-4,0.00313314557889395
Ortataxel,28,29,54,183,3.25643037721235,1.14037622369854E-4,0.00321932061608014
Taurine,29,31,53,181,3.17995193388638,1.19992178032502E-4,0.00337482709623283
Artesunate,29,31,53,181,3.17995193388638,1.19992178032502E-4,0.00337482709623283
Vinblastine,35,43,47,169,2.91462776722829,1.23286228950721E-4,0.0034546310762995
2-chloro-5-nitro-N-phenylbenzamide,35,43,47,169,2.91462776722829,1.23286228950721E-4,0.0034546310762995
Epirubicin,21,17,61,195,3.92704349362512,1.24606245131987E-4,0.00347873534084723
Geneticin,21,17,61,195,3.92704349362512,1.24606245131987E-4,0.00347873534084723
"N-{3-[(5-chloro-1H-pyrrolo[2,3-b]pyridin-3-yl)carbonyl]-2,4-difluorophenyl}propane-1-sulfonamide",14,7,68,205,5.98445087240799,1.384339367423E-4,0.00384350042725664
Dichloroacetic Acid,14,7,68,205,5.98445087240799,1.384339367423E-4,0.00384350042725664
Indapamide,14,7,68,205,5.98445087240799,1.384339367423E-4,0.00384350042725664
Amrinone,26,26,56,186,3.30533724866986,1.52475220379868E-4,0.00422559133778127
Bezafibrate,37,48,45,164,2.79825486320321,1.61432345915335E-4,0.00446564399872543
8-Hydroxy-2'-Deoxyguanosine,13,6,69,206,6.41861931127799,1.69064796605618E-4,0.00458925176435065
Hydroxyfasudil,20,16,62,196,3.92982449121953,1.72419033292746E-4,0.00458925176435065
Vincristine,20,16,62,196,3.92982449121953,1.72419033292746E-4,0.00458925176435065
Citalopram,28,30,54,182,3.13135203268953,1.7289473367202E-4,0.00458925176435065
"N-(2,2,2-TRIFLUOROETHYL)-N-{4-[2,2,2-TRIFLUORO-1-HYDROXY-1-(TRIFLUOROMETHYL)ETHYL]PHENYL}BENZENESULFONAMIDE",23,21,59,191,3.52721079171002,1.74673846760625E-4,0.00458925176435065
Cabozantinib,16,10,66,202,4.86506764983417,1.74696216948154E-4,0.00458925176435065
RU85493,16,10,66,202,4.86506764983417,1.74696216948154E-4,0.00458925176435065
RU78783,16,10,66,202,4.86506764983417,1.74696216948154E-4,0.00458925176435065
"{4-[2-Acetylamino-2-(3-Carbamoyl-2-Cyclohexylmethoxy-6,7,8,9-Tetrahydro-5h-Benzocyclohepten-5ylcarbamoyl)-Ethyl]-2-Phosphono-Phenyl}-Phosphonic Acid",16,10,66,202,4.86506764983417,1.74696216948154E-4,0.00458925176435065
RU78300,16,10,66,202,4.86506764983417,1.74696216948154E-4,0.00458925176435065
RU83876,16,10,66,202,4.86506764983417,1.74696216948154E-4,0.00458925176435065
PAS219,16,10,66,202,4.86506764983417,1.74696216948154E-4,0.00458925176435065
