drug.name,k,l,m,n,OR,pvalue,adj.pvalue
Etodolac,10,46,59,1447,5.32017237200699,1.02734554619505E-4,0.00529256901794004
Dihydrogenphosphate Ion,10,46,59,1447,5.32017237200699,1.02734554619505E-4,0.00529256901794004
Fasudil,10,46,59,1447,5.32017237200699,1.02734554619505E-4,0.00529256901794004
Adapalene,6,13,63,1480,10.7984529799272,1.02916927911353E-4,0.00529256901794004
5-iodotubercidin,7,20,62,1473,8.28797355449828,1.06066661448137E-4,0.00543599320713706
Guanosine-5'-Triphosphate,19,158,50,1335,3.20704836749154,1.17645547107605E-4,0.00600898077189875
Venlafaxine,8,29,61,1464,6.60338696714204,1.33333964319679E-4,0.00678729018279613
3-SULFOOXY-1H-INDOLE,9,38,60,1455,5.72992299707631,1.34369845279178E-4,0.00679411493625282
Methylprednisolone,9,38,60,1455,5.72992299707631,1.34369845279178E-4,0.00679411493625282
Pseudoephedrine,7,21,62,1472,7.88947031285881,1.36493493204453E-4,0.00681008201404235
GM6001,7,21,62,1472,7.88947031285881,1.36493493204453E-4,0.00681008201404235
Leukotriene B4,7,21,62,1472,7.88947031285881,1.36493493204453E-4,0.00681008201404235
Glutaral,7,21,62,1472,7.88947031285881,1.36493493204453E-4,0.00681008201404235
Epinastine,6,14,63,1479,10.0209737785618,1.41937107497081E-4,0.00703509074189863
Menthol,6,14,63,1479,10.0209737785618,1.41937107497081E-4,0.00703509074189863
Beta-Mercaptoethanol,9,39,60,1454,5.57942379998311,1.59591138169834E-4,0.00788417524993904
Chloroprocaine,8,30,61,1463,6.37775692905567,1.62984299050367E-4,0.00802549223921812
Nebivolol,7,22,62,1471,7.52712701885276,1.73653392981278E-4,0.00852299501449001
Hypericin,9,40,60,1453,5.43668614494177,1.88657262235632E-4,0.00922932942777
S-Ethyl-N-Phenyl-Isothiourea,6,15,63,1478,9.34885949812905,1.91838400715666E-4,0.00935458234648397
3-isobutyl-1-methyl-7H-xanthine,11,61,58,1432,4.44462586947962,1.96950669563935E-4,0.00955617020485664
Pantoprazole,8,31,61,1462,6.16888086540529,1.97875093839501E-4,0.00955617020485664
Etorphine,8,31,61,1462,6.16888086540529,1.97875093839501E-4,0.00955617020485664
Gallopamil,7,23,62,1470,7.19511716918073,2.18612245035494E-4,0.0104904030079233
Propafenone,7,23,62,1470,7.19511716918073,2.18612245035494E-4,0.0104904030079233
Ruboxistaurin,9,41,60,1452,5.30073605301501,2.22017261512026E-4,0.0105197872804214
Z-Val-Ala-Asp fluoromethyl ketone,9,41,60,1452,5.30073605301501,2.22017261512026E-4,0.0105197872804214
Platinum,9,41,60,1452,5.30073605301501,2.22017261512026E-4,0.0105197872804214
Naltrexone,9,41,60,1452,5.30073605301501,2.22017261512026E-4,0.0105197872804214
Tolbutamide,8,32,61,1461,5.9727609174146,2.38695090090462E-4,0.0112393408999353
CI-1040,8,32,61,1461,5.9727609174146,2.38695090090462E-4,0.0112393408999353
Arotinoid acid,6,16,63,1477,8.76072182520542,2.54656227569918E-4,0.0119535418226404
Pergolide,9,42,60,1451,5.17125063814744,2.6015558268024E-4,0.0121360669628537
Puerarin,9,42,60,1451,5.17125063814744,2.6015558268024E-4,0.0121360669628537
Desipramine,12,75,57,1418,3.97442737738628,2.6822429615204E-4,0.0124738477995751
Chlorothiazide,8,33,61,1460,5.78836808335594,2.86190821004853E-4,0.013123945989986
Titanium dioxide,8,33,61,1460,5.78836808335594,2.86190821004853E-4,0.013123945989986
Glycerin,8,33,61,1460,5.78836808335594,2.86190821004853E-4,0.013123945989986
Risperidone,10,53,59,1440,4.59632211298094,2.87429300359717E-4,0.013123945989986
Tramadol,10,53,59,1440,4.59632211298094,2.87429300359717E-4,0.013123945989986
Apocynin,10,53,59,1440,4.59632211298094,2.87429300359717E-4,0.013123945989986
Vinblastine,9,43,60,1450,5.04816972019508,3.03593224543306E-4,0.0138201073885841
Aniracetam,5,10,64,1483,11.533622273697,3.0959509333405E-4,0.0140508734380125
Theophylline,10,54,59,1439,4.50846885375299,3.28737645523698E-4,0.0147420370892129
Thioridazine,10,54,59,1439,4.50846885375299,3.28737645523698E-4,0.0147420370892129
Sucrose,10,54,59,1439,4.50846885375299,3.28737645523698E-4,0.0147420370892129
Pentobarbital,10,54,59,1439,4.50846885375299,3.28737645523698E-4,0.0147420370892129
Batimastat,6,17,63,1476,8.24174796515708,3.326242361949E-4,0.0147843259420846
Rotigaptide,6,17,63,1476,8.24174796515708,3.326242361949E-4,0.0147843259420846
Tamibarotene,6,17,63,1476,8.24174796515708,3.326242361949E-4,0.0147843259420846
Enoxolone,7,25,62,1468,6.61212450857753,3.36694643149109E-4,0.0148339713968901
Artemisinin,7,25,62,1468,6.61212450857753,3.36694643149109E-4,0.0148339713968901
Benzquinamide,7,25,62,1468,6.61212450857753,3.36694643149109E-4,0.0148339713968901
Methotrexate,8,34,61,1459,5.61473599614019,3.41168089298457E-4,0.0149436709883306
Equol,8,34,61,1459,5.61473599614019,3.41168089298457E-4,0.0149436709883306
Donepezil,9,44,60,1449,4.92941860261114,3.52888802455336E-4,0.0153234212127083
Rutin,9,44,60,1449,4.92941860261114,3.52888802455336E-4,0.0153234212127083
Dinaciclib,9,44,60,1449,4.92941860261114,3.52888802455336E-4,0.0153234212127083
Calcipotriol,4,5,65,1488,18.1999118860822,3.72150409504458E-4,0.0161133779477212
Anisomycin,10,55,59,1438,4.42379083485432,3.74912343378073E-4,0.0161864514397185
Methylthioninium,9,45,60,1448,4.81710417309092,4.08639520324565E-4,0.0175921799188535
Phentolamine,7,26,62,1467,6.35258332162646,4.12458720985205E-4,0.0176557090643706
Pargyline,7,26,62,1467,6.35258332162646,4.12458720985205E-4,0.0176557090643706
Myristic acid,6,18,63,1475,7.7803764421504,4.28171776329217E-4,0.018071622961777
Dexanabinol,6,18,63,1475,7.7803764421504,4.28171776329217E-4,0.018071622961777
Amphotericin B,6,18,63,1475,7.7803764421504,4.28171776329217E-4,0.018071622961777
Mercaptopurine,6,18,63,1475,7.7803764421504,4.28171776329217E-4,0.018071622961777
3-Bromo-7-Nitroindazole,6,18,63,1475,7.7803764421504,4.28171776329217E-4,0.018071622961777
5-(2-methylpiperazine-1-sulfonyl)isoquinoline,5,11,64,1482,10.4815947353988,4.34973612462857E-4,0.0183074232162146
Imipramine,12,80,57,1413,3.7135963865889,4.59546824358936E-4,0.0192877983656575
Gemfibrozil,9,46,60,1447,4.70947968179172,4.71482043269309E-4,0.0196791026736953
Budesonide,9,46,60,1447,4.70947968179172,4.71482043269309E-4,0.0196791026736953
"2-tert-butylbenzene-1,4-diol",8,36,61,1457,5.29629189260819,4.77094089537269E-4,0.0198036274577074
Citalopram,8,36,61,1457,5.29629189260819,4.77094089537269E-4,0.0198036274577074
Trazodone,7,27,62,1466,6.11427534577818,5.01304366217464E-4,0.0205817718402724
Hydroxyfasudil,7,27,62,1466,6.11427534577818,5.01304366217464E-4,0.0205817718402724
Onapristone,7,27,62,1466,6.11427534577818,5.01304366217464E-4,0.0205817718402724
"N~2~,N~2~-DIMETHYL-N~1~-(6-OXO-5,6-DIHYDROPHENANTHRIDIN-2-YL)GLYCINAMIDE",7,27,62,1466,6.11427534577818,5.01304366217464E-4,0.0205817718402724
Pimozide,9,47,60,1446,4.60605445890207,5.4209326450012E-4,0.0219721833301671
Atenolol,6,19,63,1474,7.36746226963698,5.43919600597059E-4,0.0219721833301671
Tetracaine,6,19,63,1474,7.36746226963698,5.43919600597059E-4,0.0219721833301671
1-naphthaleneacetic acid,6,19,63,1474,7.36746226963698,5.43919600597059E-4,0.0219721833301671
Aliskiren,6,19,63,1474,7.36746226963698,5.43919600597059E-4,0.0219721833301671
N-(3-(Aminomethyl)Benzyl)Acetamidine,6,19,63,1474,7.36746226963698,5.43919600597059E-4,0.0219721833301671
Folic Acid,8,37,61,1456,5.14993737967262,5.59960884965423E-4,0.0223801852773275
Clenbuterol,8,37,61,1456,5.14993737967262,5.59960884965423E-4,0.0223801852773275
Eflornithine,8,37,61,1456,5.14993737967262,5.59960884965423E-4,0.0223801852773275
Rebamipide,8,37,61,1456,5.14993737967262,5.59960884965423E-4,0.0223801852773275
Selenic acid,5,12,64,1481,9.60455506706504,5.95224552824127E-4,0.0236640439911007
Cyclosporine,5,12,64,1481,9.60455506706504,5.95224552824127E-4,0.0236640439911007
Indole,4,6,65,1487,15.1724418130651,5.99646025117217E-4,0.0237770898624529
Gossypol,7,28,62,1465,5.89265785801239,6.0481087194289E-4,0.0238563261174626
Piperine,7,28,62,1465,5.89265785801239,6.0481087194289E-4,0.0238563261174626
Edetic Acid,9,48,60,1445,4.50731956572752,6.21190960526936E-4,0.0244384518248612
Cyclic Guanosine Monophosphate,8,38,61,1455,5.01194634307152,6.54146646968905E-4,0.0256679527881043
Oxymetazoline,6,20,63,1473,6.99429747630031,6.82673905225231E-4,0.0263752164303728
Trimipramine,6,20,63,1473,6.99429747630031,6.82673905225231E-4,0.0263752164303728
Glycochenodeoxycholic Acid,6,20,63,1473,6.99429747630031,6.82673905225231E-4,0.0263752164303728
Elamipretide,6,20,63,1473,6.99429747630031,6.82673905225231E-4,0.0263752164303728
Tibolone,6,20,63,1473,6.99429747630031,6.82673905225231E-4,0.0263752164303728
Sarpogrelate,6,20,63,1473,6.99429747630031,6.82673905225231E-4,0.0263752164303728
Guanethidine,7,29,62,1464,5.68616354095789,7.24660387130914E-4,0.0276429738300153
Glycine betaine,7,29,62,1464,5.68616354095789,7.24660387130914E-4,0.0276429738300153
AICA ribonucleotide,7,29,62,1464,5.68616354095789,7.24660387130914E-4,0.0276429738300153
N-Omega-Hydroxy-L-Arginine,7,29,62,1464,5.68616354095789,7.24660387130914E-4,0.0276429738300153
DPDPE,7,29,62,1464,5.68616354095789,7.24660387130914E-4,0.0276429738300153
Mianserin,8,39,61,1454,4.87941941771002,7.60767529366798E-4,0.0289470371608184
Linagliptin,5,13,64,1480,8.86236604928294,7.96102716900587E-4,0.0301393145142956
Agomelatine,5,13,64,1480,8.86236604928294,7.96102716900587E-4,0.0301393145142956
Probucol,9,50,60,1443,4.32153179391411,8.07924406801569E-4,0.0305102080353469
7-Nitroindazole,6,21,63,1472,6.65771842966632,8.47418832018684E-4,0.0316840289488875
Vildagliptin,6,21,63,1472,6.65771842966632,8.47418832018684E-4,0.0316840289488875
Methylphenidate,6,21,63,1472,6.65771842966632,8.47418832018684E-4,0.0316840289488875
Uridine 5'-triphosphate,6,21,63,1472,6.65771842966632,8.47418832018684E-4,0.0316840289488875
Artesunate,7,30,62,1463,5.49265101470606,8.62636552453537E-4,0.0320937281701169
Disopyramide,7,30,62,1463,5.49265101470606,8.62636552453537E-4,0.0320937281701169
Lisuride,8,40,61,1453,4.75464454477192,8.8100280760619E-4,0.032615964050552
"1D-myo-inositol 1,4,5-trisphosphate",8,40,61,1453,4.75464454477192,8.8100280760619E-4,0.032615964050552
Trimethaphan,4,7,65,1486,12.9984250761846,9.11028554955372E-4,0.0329978767048606
Flibanserin,4,7,65,1486,12.9984250761846,9.11028554955372E-4,0.0329978767048606
Bufotenine,4,7,65,1486,12.9984250761846,9.11028554955372E-4,0.0329978767048606
Pruvanserin,4,7,65,1486,12.9984250761846,9.11028554955372E-4,0.0329978767048606
"2,5-Dimethoxy-4-ethylamphetamine",4,7,65,1486,12.9984250761846,9.11028554955372E-4,0.0329978767048606
Cyclobenzaprine,4,7,65,1486,12.9984250761846,9.11028554955372E-4,0.0329978767048606
Pimavanserin,4,7,65,1486,12.9984250761846,9.11028554955372E-4,0.0329978767048606
Amperozide,4,7,65,1486,12.9984250761846,9.11028554955372E-4,0.0329978767048606
"2,4-Dihydroxybenzoic Acid",4,7,65,1486,12.9984250761846,9.11028554955372E-4,0.0329978767048606
Disulfiram,9,51,60,1442,4.23403621700474,9.17204357027872E-4,0.0331418990929831
Alsterpaullone,8,41,61,1452,4.63529902817802,0.00101609462133702,0.0365283788339357
Ergotamine,7,31,62,1462,5.31294689863647,0.00102062254515747,0.0365283788339357
Dronedarone,7,31,62,1462,5.31294689863647,0.00102062254515747,0.0365283788339357
Crizotinib,7,31,62,1462,5.31294689863647,0.00102062254515747,0.0365283788339357
Isopropyl beta-D-thiogalactopyranoside,9,52,60,1441,4.14990756432381,0.00103825963324393,0.0367423035290089
Marimastat,6,22,63,1471,6.35011096496786,0.0010413075607862,0.0367423035290089
Aminacrine,6,22,63,1471,6.35011096496786,0.0010413075607862,0.0367423035290089
Brompheniramine,6,22,63,1471,6.35011096496786,0.0010413075607862,0.0367423035290089
Stearic acid,6,22,63,1471,6.35011096496786,0.0010413075607862,0.0367423035290089
Sumatriptan,6,22,63,1471,6.35011096496786,0.0010413075607862,0.0367423035290089
Omapatrilat,5,14,64,1479,8.22616629035462,0.00104366907011102,0.0367423035290089
Ethinyl Estradiol,8,42,61,1451,4.52242439550322,0.00116734745177988,0.0409052471099174
Orlistat,8,42,61,1451,4.52242439550322,0.00116734745177988,0.0409052471099174
Chenodeoxycholic acid,9,53,60,1440,4.06895788576009,0.00117201800608554,0.0409736214121187
Eugenol,7,32,62,1461,5.14377512765717,0.00120059855013328,0.0418756348630629
Cysteamine,6,23,63,1470,6.07117065179138,0.00126765212630053,0.0440106412336619
Phentermine,6,23,63,1470,6.07117065179138,0.00126765212630053,0.0440106412336619
Cyproheptadine,9,54,60,1439,3.99101254790949,0.00131944945703984,0.0449390758816748
Ribostamycin,4,8,65,1485,11.3715510103537,0.00132123639124925,0.0449390758816748
Ajmaline,4,8,65,1485,11.3715510103537,0.00132123639124925,0.0449390758816748
Benzonatate,4,8,65,1485,11.3715510103537,0.00132123639124925,0.0449390758816748
Tocainide,4,8,65,1485,11.3715510103537,0.00132123639124925,0.0449390758816748
Ethotoin,4,8,65,1485,11.3715510103537,0.00132123639124925,0.0449390758816748
Lacosamide,4,8,65,1485,11.3715510103537,0.00132123639124925,0.0449390758816748
Oxcarbazepine,4,8,65,1485,11.3715510103537,0.00132123639124925,0.0449390758816748
Prilocaine,4,8,65,1485,11.3715510103537,0.00132123639124925,0.0449390758816748
Nortriptyline,8,43,61,1450,4.41452915558647,0.00133612733440307,0.0450104859675008
Acetyldigitoxin,5,15,64,1478,7.67469852177717,0.00134424639098234,0.0450104859675008
Deslanoside,5,15,64,1478,7.67469852177717,0.00134424639098234,0.0450104859675008
Azithromycin,5,15,64,1478,7.67469852177717,0.00134424639098234,0.0450104859675008
OSI-930,5,15,64,1478,7.67469852177717,0.00134424639098234,0.0450104859675008
Gadolinium,5,15,64,1478,7.67469852177717,0.00134424639098234,0.0450104859675008
Ataluren,5,15,64,1478,7.67469852177717,0.00134424639098234,0.0450104859675008
"(9Z,11E,13S)-13-hydroxyoctadeca-9,11-dienoic acid",7,33,62,1460,4.98417546966462,0.00140463867802115,0.0468245405482618
Spermidine,7,33,62,1460,4.98417546966462,0.00140463867802115,0.0468245405482618
2-[N'-(4-AMINO-BUTYL)-HYDRAZINOCARBONYL]-PYRROLIDINE-1-CARBOXYLIC ACID BENZYL ESTER,3,3,66,1490,22.417009254201,0.00150067716495393,0.0499156129717663
Azathioprine,6,24,63,1469,5.8150779166946,0.00152991209661679,0.0504426175779861
Amprenavir,6,24,63,1469,5.8150779166946,0.00152991209661679,0.0504426175779861
Halofuginone,6,24,63,1469,5.8150779166946,0.00152991209661679,0.0504426175779861
Plitidepsin,6,24,63,1469,5.8150779166946,0.00152991209661679,0.0504426175779861
Lamotrigine,7,34,62,1459,4.83507352628511,0.00163490735446568,0.0537867131751205
Teniposide,5,16,64,1477,7.19058493120369,0.00170437388794068,0.0554665581354706
Indapamide,5,16,64,1477,7.19058493120369,0.00170437388794068,0.0554665581354706
Levosimendan,5,16,64,1477,7.19058493120369,0.00170437388794068,0.0554665581354706
Sodium iodide,5,16,64,1477,7.19058493120369,0.00170437388794068,0.0554665581354706
Cytidine 3'-monophosphate,5,16,64,1477,7.19058493120369,0.00170437388794068,0.0554665581354706
Agmatine,8,45,61,1448,4.212914634048,0.00173203361007285,0.0562452266566542
Amodiaquine,6,25,63,1468,5.5790271164531,0.00183168225045067,0.0592258847053992
2-deoxyglucose,6,25,63,1468,5.5790271164531,0.00183168225045067,0.0592258847053992
Astaxanthin,7,35,62,1458,4.6942059035972,0.00189365520749913,0.0609680619595066
Melphalan,7,35,62,1458,4.6942059035972,0.00189365520749913,0.0609680619595066
Bezafibrate,8,46,61,1447,4.11868548558718,0.00196218910394211,0.0627721912367921
Hydroxyurea,8,46,61,1447,4.11868548558718,0.00196218910394211,0.0627721912367921
Reserpine,8,46,61,1447,4.11868548558718,0.00196218910394211,0.0627721912367921
Ramipril,5,17,64,1476,6.76423740264602,0.00213076143510855,0.0668868782527653
Benzphetamine,5,17,64,1476,6.76423740264602,0.00213076143510855,0.0668868782527653
Mexiletine,5,17,64,1476,6.76423740264602,0.00213076143510855,0.0668868782527653
Drospirenone,5,17,64,1476,6.76423740264602,0.00213076143510855,0.0668868782527653
Felodipine,5,17,64,1476,6.76423740264602,0.00213076143510855,0.0668868782527653
Lansoprazole,5,17,64,1476,6.76423740264602,0.00213076143510855,0.0668868782527653
Ranolazine,5,17,64,1476,6.76423740264602,0.00213076143510855,0.0668868782527653
SB220025,5,17,64,1476,6.76423740264602,0.00213076143510855,0.0668868782527653
Bradykinin,5,17,64,1476,6.76423740264602,0.00213076143510855,0.0668868782527653
Permethrin,6,26,63,1467,5.36159168675904,0.00217667939059718,0.0678269051962996
Ibrutinib,6,26,63,1467,5.36159168675904,0.00217667939059718,0.0678269051962996
Auranofin,6,26,63,1467,5.36159168675904,0.00217667939059718,0.0678269051962996
Taurocholic Acid,7,36,62,1457,4.56091203512294,0.00218321448250564,0.0678269051962996
Uric Acid,7,36,62,1457,4.56091203512294,0.00218321448250564,0.0678269051962996
1-Methoxy-2-[2-(2-Methoxy-Ethoxy]-Ethane,4,10,65,1483,9.0924058924624,0.00249786818052883,0.0768105318464346
Cinitapride,4,10,65,1483,9.0924058924624,0.00249786818052883,0.0768105318464346
Hexylcaine,4,10,65,1483,9.0924058924624,0.00249786818052883,0.0768105318464346
Proparacaine,4,10,65,1483,9.0924058924624,0.00249786818052883,0.0768105318464346
Dyclonine,4,10,65,1483,9.0924058924624,0.00249786818052883,0.0768105318464346
Vincristine,7,37,62,1456,4.43485928029741,0.00250599401631047,0.076903458992624
Zuclopenthixol,6,27,63,1466,5.1599487249076,0.00256872842828873,0.0780339969233457
"2',4,4'-Trihydroxychalcone",6,27,63,1466,5.1599487249076,0.00256872842828873,0.0780339969233457
Mitotane,6,27,63,1466,5.1599487249076,0.00256872842828873,0.0780339969233457
Hymenialdisine,6,27,63,1466,5.1599487249076,0.00256872842828873,0.0780339969233457
SU9516,6,27,63,1466,5.1599487249076,0.00256872842828873,0.0780339969233457
Levamisole,5,18,64,1475,6.3836532959817,0.00263024399036234,0.0787907779366794
"N-Methyl-N-Propargyl-3-(2,4-Dichlorophenoxy)Propylamine",5,18,64,1475,6.3836532959817,0.00263024399036234,0.0787907779366794
Castanospermine,5,18,64,1475,6.3836532959817,0.00263024399036234,0.0787907779366794
Brequinar,5,18,64,1475,6.3836532959817,0.00263024399036234,0.0787907779366794
Daglutril,5,18,64,1475,6.3836532959817,0.00263024399036234,0.0787907779366794
Levorphanol,5,18,64,1475,6.3836532959817,0.00263024399036234,0.0787907779366794
TNP-470,5,18,64,1475,6.3836532959817,0.00263024399036234,0.0787907779366794
Tacrine,8,49,61,1444,3.85912624170642,0.00280081014194164,0.0837337363184564
Silibinin A,9,61,60,1432,3.51638192170668,0.00282448250322358,0.0841076906085954
Hydrofluoric acid,9,61,60,1432,3.51638192170668,0.00282448250322358,0.0841076906085954
Perphenazine,7,38,62,1455,4.31542926709744,0.0028644738036635,0.0849627340186054
Methadone,7,38,62,1455,4.31542926709744,0.0028644738036635,0.0849627340186054
Chlorphenamine,6,28,63,1465,4.97212292387373,0.00301174787016115,0.0884603357367741
Isotretinoin,6,28,63,1465,4.97212292387373,0.00301174787016115,0.0884603357367741
Propylthiouracil,6,28,63,1465,4.97212292387373,0.00301174787016115,0.0884603357367741
Ferulic acid,6,28,63,1465,4.97212292387373,0.00301174787016115,0.0884603357367741
Fentanyl,6,28,63,1465,4.97212292387373,0.00301174787016115,0.0884603357367741
"(Z,Z)-4-Hydroxy-N,N,N-Trimethyl-10-Oxo-7-[(1-Oxo-9-Octadecenyl)Oxy]-3,5,9-Trioxa-4-Phosphaheptacos-18-En-1-Aminium-4-Oxide",5,19,64,1474,6.04512144674172,0.00320973667826579,0.093006520674577
Tianeptine,5,19,64,1474,6.04512144674172,0.00320973667826579,0.093006520674577
"8-BENZO[1,3]DIOXOL-,5-YLMETHYL-9-BUTYL-9H-",5,19,64,1474,6.04512144674172,0.00320973667826579,0.093006520674577
4-(2-methoxyethoxy)-6-methylpyrimidin-2-amine,5,19,64,1474,6.04512144674172,0.00320973667826579,0.093006520674577
9-Butyl-8-(3-Methoxybenzyl)-9h-Purin-6-Amine,5,19,64,1474,6.04512144674172,0.00320973667826579,0.093006520674577
Thiamylal,5,19,64,1474,6.04512144674172,0.00320973667826579,0.093006520674577
Licofelone,5,19,64,1474,6.04512144674172,0.00320973667826579,0.093006520674577
Daunorubicin,7,39,62,1454,4.20212393565166,0.00326119919076254,0.0934596557345686
PICEATANNOL,7,39,62,1454,4.20212393565166,0.00326119919076254,0.0934596557345686
Clofibrate,7,39,62,1454,4.20212393565166,0.00326119919076254,0.0934596557345686
Methysergide,4,11,65,1482,8.2633246287883,0.00329360384859967,0.0934596557345686
Clavulanate,4,11,65,1482,8.2633246287883,0.00329360384859967,0.0934596557345686
MK-212,4,11,65,1482,8.2633246287883,0.00329360384859967,0.0934596557345686
M-chlorophenylpiperazine,4,11,65,1482,8.2633246287883,0.00329360384859967,0.0934596557345686
"3,4,5-Trimethoxyamphetamine",4,11,65,1482,8.2633246287883,0.00329360384859967,0.0934596557345686
Momelotinib,4,11,65,1482,8.2633246287883,0.00329360384859967,0.0934596557345686
Ebastine,4,11,65,1482,8.2633246287883,0.00329360384859967,0.0934596557345686
Mephenytoin,4,11,65,1482,8.2633246287883,0.00329360384859967,0.0934596557345686
Trifluoperazine,9,63,60,1430,3.40034549403429,0.00344201302634175,0.0974873384904316
Escitalopram,6,29,63,1464,4.79822383723834,0.00350973483530976,0.0986635762154242
Taxifolin,6,29,63,1464,4.79822383723834,0.00350973483530976,0.0986635762154242
Flufenamic Acid,6,29,63,1464,4.79822383723834,0.00350973483530976,0.0986635762154242
Crocin,6,29,63,1464,4.79822383723834,0.00350973483530976,0.0986635762154242
Bacitracin,5,20,64,1473,5.7399080218653,0.00387619094768298,0.10815802285729
Levomethadyl Acetate,5,20,64,1473,5.7399080218653,0.00387619094768298,0.10815802285729
Lysergic Acid Diethylamide,5,20,64,1473,5.7399080218653,0.00387619094768298,0.10815802285729
Vardenafil,5,20,64,1473,5.7399080218653,0.00387619094768298,0.10815802285729
N-Aminoethylmorpholine,3,5,66,1488,13.4571853443057,0.00394084425846014,0.108953229115088
1h-Benoximidazole-2-Carboxylic Acid,3,5,66,1488,13.4571853443057,0.00394084425846014,0.108953229115088
"(5BETA)-PREGNANE-3,20-DIONE",3,5,66,1488,13.4571853443057,0.00394084425846014,0.108953229115088
Succimer,3,5,66,1488,13.4571853443057,0.00394084425846014,0.108953229115088
Triflusal,3,5,66,1488,13.4571853443057,0.00394084425846014,0.108953229115088
"N-(2,2,2-TRIFLUOROETHYL)-N-{4-[2,2,2-TRIFLUORO-1-HYDROXY-1-(TRIFLUOROMETHYL)ETHYL]PHENYL}BENZENESULFONAMIDE",6,30,63,1463,4.63528561017236,0.00406674972494552,0.111209831740815
Trichlormethiazide,6,30,63,1463,4.63528561017236,0.00406674972494552,0.111209831740815
ginkgolide-B,6,30,63,1463,4.63528561017236,0.00406674972494552,0.111209831740815
Buspirone,6,30,63,1463,4.63528561017236,0.00406674972494552,0.111209831740815
"1,4-Dithiothreitol",6,30,63,1463,4.63528561017236,0.00406674972494552,0.111209831740815
Probenecid,6,30,63,1463,4.63528561017236,0.00406674972494552,0.111209831740815
5'-Guanosine-Diphosphate-Monothiophosphate,7,41,62,1452,3.99212077702781,0.00417985774290446,0.113889505299122
Terfenadine,7,41,62,1452,3.99212077702781,0.00417985774290446,0.113889505299122
Urapidil,4,12,65,1481,7.57227631250595,0.0042464805939786,0.114462880899713
Beclomethasone dipropionate,4,12,65,1481,7.57227631250595,0.0042464805939786,0.114462880899713
4-Iodo-L-phenylalanine,4,12,65,1481,7.57227631250595,0.0042464805939786,0.114462880899713
Patupilone,4,12,65,1481,7.57227631250595,0.0042464805939786,0.114462880899713
Clonazepam,4,12,65,1481,7.57227631250595,0.0042464805939786,0.114462880899713
Valdecoxib,4,12,65,1481,7.57227631250595,0.0042464805939786,0.114462880899713
Aprindine,5,21,64,1472,5.46358608701202,0.00463655214826816,0.123869213853186
Miglitol,5,21,64,1472,5.46358608701202,0.00463655214826816,0.123869213853186
Meclizine,5,21,64,1472,5.46358608701202,0.00463655214826816,0.123869213853186
Adenine,5,21,64,1472,5.46358608701202,0.00463655214826816,0.123869213853186
Dihydromorphine,5,21,64,1472,5.46358608701202,0.00463655214826816,0.123869213853186
Nefazodone,7,42,62,1451,3.89464028907057,0.00470715159649902,0.125310969664303
Buthionine Sulfoximine,7,42,62,1451,3.89464028907057,0.00470715159649902,0.125310969664303
Tranilast,7,43,62,1450,3.80170917713,0.00528339878284865,0.13564292871684
Nimesulide,8,55,61,1438,3.42438586805067,0.00530326258644798,0.13564292871684
"(3BETA)-CHOLEST-5-ENE-3,25-DIOL",8,55,61,1438,3.42438586805067,0.00530326258644798,0.13564292871684
Sodium carbonate,4,13,65,1480,6.98554706123553,0.00536994399125688,0.13564292871684
Cyamemazine,4,13,65,1480,6.98554706123553,0.00536994399125688,0.13564292871684
RU79256,4,13,65,1480,6.98554706123553,0.00536994399125688,0.13564292871684
RU85053,4,13,65,1480,6.98554706123553,0.00536994399125688,0.13564292871684
RU82209,4,13,65,1480,6.98554706123553,0.00536994399125688,0.13564292871684
RU82197,4,13,65,1480,6.98554706123553,0.00536994399125688,0.13564292871684
"{4-[2-Acetylamino-2-(3-Carbamoyl-2-Cyclohexylmethoxy-6,7,8,9-Tetrahydro-5h-Benzocyclohepten-5ylcarbamoyl)-Ethyl]-2-Phosphono-Phenyl}-Phosphonic Acid",4,13,65,1480,6.98554706123553,0.00536994399125688,0.13564292871684
PASBN,4,13,65,1480,6.98554706123553,0.00536994399125688,0.13564292871684
RU82129,4,13,65,1480,6.98554706123553,0.00536994399125688,0.13564292871684
RU78191,4,13,65,1480,6.98554706123553,0.00536994399125688,0.13564292871684
RU81843,4,13,65,1480,6.98554706123553,0.00536994399125688,0.13564292871684
PAS219,4,13,65,1480,6.98554706123553,0.00536994399125688,0.13564292871684
RU79073,4,13,65,1480,6.98554706123553,0.00536994399125688,0.13564292871684
RU78262,4,13,65,1480,6.98554706123553,0.00536994399125688,0.13564292871684
RU85493,4,13,65,1480,6.98554706123553,0.00536994399125688,0.13564292871684
RU83876,4,13,65,1480,6.98554706123553,0.00536994399125688,0.13564292871684
RU78300,4,13,65,1480,6.98554706123553,0.00536994399125688,0.13564292871684
Phenylphosphate,4,13,65,1480,6.98554706123553,0.00536994399125688,0.13564292871684
RU84687,4,13,65,1480,6.98554706123553,0.00536994399125688,0.13564292871684
RU90395,4,13,65,1480,6.98554706123553,0.00536994399125688,0.13564292871684
ISO24,4,13,65,1480,6.98554706123553,0.00536994399125688,0.13564292871684
RU78783,4,13,65,1480,6.98554706123553,0.00536994399125688,0.13564292871684
RU79072,4,13,65,1480,6.98554706123553,0.00536994399125688,0.13564292871684
RU78299,4,13,65,1480,6.98554706123553,0.00536994399125688,0.13564292871684
