drug.name,k,l,m,n,OR,pvalue,adj.pvalue
"4-(5-phenyl-1H-pyrrolo[2,3-b]pyridin-3-yl)benzoic acid",3,1,51,1471,85.0841848612263,1.63635320222956E-4,0.00454097253977011
Piperine,7,29,47,1443,7.38855053748649,1.76634563015471E-4,0.0048843883417982
Bezafibrate,9,52,45,1420,5.448994663985,1.84967091172274E-4,0.00509679375605041
Edaravone,8,41,46,1431,6.05529038187203,2.12864697851765E-4,0.0058449354045353
Lidocaine,12,95,42,1377,4.13484851596353,2.15408990692689E-4,0.00589411664014168
Cholecalciferol,16,162,38,1310,3.40098160258646,2.31467338745641E-4,0.00631144431690409
Azacitidine,9,54,45,1418,5.24039170319595,2.38947689463919E-4,0.00649278887045927
Selenic acid,6,21,48,1451,8.6050894895495,2.47447092286874E-4,0.00670047275071047
Marimastat,4,6,50,1466,19.4069953568179,2.5156990459031E-4,0.0067733945172893
Phosphonotyrosine,7,31,47,1441,6.90136592193826,2.52736688064913E-4,0.0067733945172893
Boceprevir,7,31,47,1441,6.90136592193826,2.52736688064913E-4,0.0067733945172893
Auranofin,8,43,46,1429,5.76507159873829,2.84452046003033E-4,0.00754584672219665
Salirasib,8,43,46,1429,5.76507159873829,2.84452046003033E-4,0.00754584672219665
Lactic Acid,8,43,46,1429,5.76507159873829,2.84452046003033E-4,0.00754584672219665
Chenodeoxycholic acid,10,69,44,1403,4.61236255043353,2.90752230312448E-4,0.00768691850886076
Chloroquine,14,131,40,1341,3.57800473922895,2.99012427576093E-4,0.00787868473969565
"6-[4-(2-piperidin-1-ylethoxy)phenyl]-3-pyridin-4-ylpyrazolo[1,5-a]pyrimidine",9,56,45,1416,5.04663172393464,3.05478282469597E-4,0.00801978427012747
Nandrolone,6,22,48,1450,8.20987711823906,3.06417059860451E-4,0.00801978427012747
Lomustine,7,33,47,1439,6.47641694742261,3.53359721677759E-4,0.00918695273129132
Fendiline,7,33,47,1439,6.47641694742261,3.53359721677759E-4,0.00918695273129132
Roflumilast,5,14,49,1458,10.5785115021365,3.669516264208E-4,0.00950873638113783
Glycerin,6,23,48,1449,7.84902790805988,3.75906253669219E-4,0.00970862788316679
Creatine,4,7,50,1465,16.6352066850357,3.84972143546246E-4,0.00991006846550473
Dodecyl Sulfate,3,2,51,1470,42.7461212329372,3.98826378396257E-4,0.0102330469984418
Aripiprazole,7,34,47,1438,6.28224951893625,4.14538931984467E-4,0.0105325987816443
Tofacitinib,7,34,47,1438,6.28224951893625,4.14538931984467E-4,0.0105325987816443
"N~2~,N~2~-DIMETHYL-N~1~-(6-OXO-5,6-DIHYDROPHENANTHRIDIN-2-YL)GLYCINAMIDE",7,34,47,1438,6.28224951893625,4.14538931984467E-4,0.0105325987816443
Rosuvastatin,8,46,46,1426,5.37900566593531,4.27927790198776E-4,0.0107679005362926
"1,10-Phenanthroline",8,46,46,1426,5.37900566593531,4.27927790198776E-4,0.0107679005362926
Ethanolamine,8,46,46,1426,5.37900566593531,4.27927790198776E-4,0.0107679005362926
Norepinephrine,12,103,42,1369,3.79157841940884,4.31585769218998E-4,0.0108251383465321
"(3Z)-N,N-DIMETHYL-2-OXO-3-(4,5,6,7-TETRAHYDRO-1H-INDOL-2-YLMETHYLIDENE)-2,3-DIHYDRO-1H-INDOLE-5-SULFONAMIDE",10,73,44,1399,4.3479393109292,4.39953508137438E-4,0.0109997643371556
Ozone,6,24,48,1448,7.51822350041972,4.57180062760684E-4,0.0113940617323103
Hydrocortisone,12,104,42,1368,3.75250218820886,4.68513341649754E-4,0.0116394468655217
Silibinin A,11,89,43,1383,3.96924657503669,4.92936877919737E-4,0.0122074558069681
L-Arginine,10,75,44,1397,4.22621256298763,5.35804415768408E-4,0.013185606222642
Ritonavir,10,75,44,1397,4.22621256298763,5.35804415768408E-4,0.013185606222642
Zinc oxide,6,25,48,1447,7.21382821760416,5.51579374710773E-4,0.0135312609155437
Permethrin,5,16,49,1456,9.24855625876079,6.08279742424807E-4,0.0148755937148502
Anisomycin,13,124,41,1348,3.4425184587805,6.16599224731245E-4,0.0150320729668598
Amsacrine,6,26,48,1446,6.92983236349682,6.60518657863463E-4,0.0160527762118286
Bosutinib,10,78,44,1394,4.05535123444307,7.11827355525447E-4,0.0171929577911215
Mevastatin,10,78,44,1394,4.05535123444307,7.11827355525447E-4,0.0171929577911215
Medroxyprogesterone acetate,9,64,45,1408,4.39211753732985,7.44484928102555E-4,0.0179264164892971
P-Cresol,5,17,49,1455,8.7006287269058,7.66145268761185E-4,0.0182792433052055
Mocetinostat,5,17,49,1455,8.7006287269058,7.66145268761185E-4,0.0182792433052055
Dichloroacetic Acid,5,17,49,1455,8.7006287269058,7.66145268761185E-4,0.0182792433052055
Dexketoprofen,3,3,51,1469,28.5560819273677,7.77667990838457E-4,0.0183306165681872
Pasireotide,3,3,51,1469,28.5560819273677,7.77667990838457E-4,0.0183306165681872
"3,5-Dimethyl-1-(3-Nitrophenyl)-1h-Pyrazole-4-Carboxylic Acid Ethyl Ester",3,3,51,1469,28.5560819273677,7.77667990838457E-4,0.0183306165681872
D-Lactic acid,3,3,51,1469,28.5560819273677,7.77667990838457E-4,0.0183306165681872
Ibuprofen,10,79,44,1393,4.00128902814146,7.80225479103126E-4,0.0183356718688165
Olomoucine,8,51,46,1421,4.83532743708797,7.94610304866216E-4,0.0186178128054207
Formaldehyde,11,96,43,1376,3.6612667412604,8.90791501101623E-4,0.0207735121739259
Cilostazol,8,52,46,1420,4.7395793619422,8.9192486837616E-4,0.0207735121739259
Butyl alcohol,6,28,48,1444,6.4283298232376,9.28028791806973E-4,0.0215502584348691
Desipramine,10,81,44,1391,3.89718012917999,9.3343608718601E-4,0.0216116945077352
Pravastatin,11,97,43,1375,3.62102200427545,9.6506036822563E-4,0.0222779751942226
Momelotinib,6,29,48,1443,6.20315623311916,0.00108977408815117,0.0250093861170951
Bradykinin,6,29,48,1443,6.20315623311916,0.00108977408815117,0.0250093861170951
Masoprocol,7,41,47,1431,5.18753213738557,0.0011196325682154,0.0256194823287477
Lenvatinib,5,19,49,1453,7.77781571334409,0.00117139686844302,0.0266481184039978
Teriflunomide,5,19,49,1453,7.77781571334409,0.00117139686844302,0.0266481184039978
Gemfibrozil,6,30,48,1442,5.99160128645026,0.00127240199317831,0.0287785676848831
Etorphine,6,30,48,1442,5.99160128645026,0.00127240199317831,0.0287785676848831
Ketamine,10,85,44,1387,3.70285136880754,0.00131489294196039,0.0296539023200518
Prinomastat,3,4,51,1468,21.4223573748147,0.00132686370992818,0.0296673807315806
Calcipotriol,3,4,51,1468,21.4223573748147,0.00132686370992818,0.0296673807315806
Omapatrilat,3,4,51,1468,21.4223573748147,0.00132686370992818,0.0296673807315806
Icosapent,10,86,44,1386,3.65731332841465,0.00142798603171916,0.0316624989131989
PF-03758309,4,11,50,1461,10.5770144535758,0.00143227864477052,0.0316624989131989
8-Bromo-Adenosine-5'-Monophosphate,4,11,50,1461,10.5770144535758,0.00143227864477052,0.0316624989131989
Latanoprost,4,11,50,1461,10.5770144535758,0.00143227864477052,0.0316624989131989
Probucol,6,31,48,1441,5.7954024828759,0.00147765377507415,0.0325735631637859
Riluzole,8,57,46,1415,4.30965254738698,0.00153284688466538,0.033695329751059
Alpha-Linolenic Acid,10,87,44,1385,3.61282122800494,0.00154893864124366,0.0339536862604567
Apocynin,7,44,47,1428,4.82435934794651,0.00162093484856394,0.0354326362577475
Verapamil,8,58,46,1414,4.23251923500083,0.00169680889199216,0.0369878779653087
Daporinad,5,21,49,1451,7.02756294307053,0.0017173727087959,0.0373321489238648
Donepezil,7,45,47,1427,4.71322842971193,0.00182220764847955,0.0393921992467845
Rebamipide,7,45,47,1427,4.71322842971193,0.00182220764847955,0.0393921992467845
Piclamilast,3,5,51,1467,17.1450202600675,0.00206992298700074,0.0446239998785518
Beta-Mercaptoethanol,10,91,44,1381,3.44449138260444,0.00211963839810448,0.0455702412701848
Palbociclib,6,34,48,1438,5.27428817567572,0.00224736610742292,0.048183894113388
Melphalan,9,76,45,1396,3.66804734356614,0.00226828138546398,0.0484880994230661
Alitretinoin,8,61,46,1411,4.01631791056167,0.00227394676093906,0.0484880994230661
Dinoprost,14,163,40,1309,2.80805272524939,0.00233061929300415,0.0495615011213464
Gonadorelin,4,13,50,1459,8.9433715592707,0.00236869144001652,0.0500988434103538
Flunisolide,4,13,50,1459,8.9433715592707,0.00236869144001652,0.0500988434103538
Dexfosfoserine,5,23,49,1449,6.41036438985447,0.00243080098487132,0.0512739088830571
Niclosamide,7,48,47,1424,4.4102282759812,0.00254482903587605,0.0535348517928556
Rolipram,6,35,48,1437,5.12133362263248,0.0025615650517838,0.0537424536850536
Fedratinib,4,14,50,1458,8.30144583376032,0.00296608380868906,0.0617328754615544
5-phenyl-1H-indazol-3-amine,4,14,50,1458,8.30144583376032,0.00296608380868906,0.0617328754615544
Sodium iodide,4,14,50,1458,8.30144583376032,0.00296608380868906,0.0617328754615544
Bacitracin,3,6,51,1466,14.2887648882102,0.00302738276694404,0.0625099364981806
Abemaciclib,3,6,51,1466,14.2887648882102,0.00302738276694404,0.0625099364981806
1-(5-Tert-Butyl-2-P-Tolyl-2h-Pyrazol-3-Yl)-3-[4-(2-Morpholin-4-Yl-Ethoxy)-Naphthalen-1-Yl]-Urea,3,6,51,1466,14.2887648882102,0.00302738276694404,0.0625099364981806
Mitomycin,9,80,45,1392,3.47529035420917,0.003135723858767,0.0645765957880318
Phenytoin,6,37,48,1435,4.83844178779948,0.00328818721070853,0.0675386683433625
Streptozocin,5,25,49,1447,5.89012181139103,0.00333924885209397,0.0684079153002659
"5-(2-hydroxyethyl)nonane-1,9-diol",2,1,52,1471,55.9660164579975,0.00360556599848992,0.0736708378146608
Triethylenetetramine,4,15,50,1457,7.74511901878795,0.0036591857239606,0.0738029396475825
Netoglitazone,4,15,50,1457,7.74511901878795,0.0036591857239606,0.0738029396475825
Cysteamine,4,15,50,1457,7.74511901878795,0.0036591857239606,0.0738029396475825
Trapidil,4,15,50,1457,7.74511901878795,0.0036591857239606,0.0738029396475825
5-(2-methylpiperazine-1-sulfonyl)isoquinoline,4,15,50,1457,7.74511901878795,0.0036591857239606,0.0738029396475825
Cocaine,12,134,42,1338,2.84998022282379,0.00370165298385174,0.0743368148802299
Crizotinib,6,38,48,1434,4.70735207106837,0.00370465374256073,0.0743368148802299
4-(2-Aminoethyl)Benzenesulfonyl Fluoride,5,26,49,1446,5.66069500497388,0.00387533913620614,0.0773650090095623
5-iodotubercidin,5,26,49,1446,5.66069500497388,0.00387533913620614,0.0773650090095623
Hydrofluoric acid,8,67,46,1405,3.64137320495167,0.00388783827665041,0.0774170421010129
BQ-123,3,7,51,1465,12.2445623854249,0.00421701685080992,0.0831922309628531
Domoic Acid,3,7,51,1465,12.2445623854249,0.00421701685080992,0.0831922309628531
Azelnidipine,3,7,51,1465,12.2445623854249,0.00421701685080992,0.0831922309628531
PICEATANNOL,7,53,47,1419,3.98110153174263,0.0042203876588407,0.0831922309628531
Calcium gluconate,5,27,49,1445,5.44795646138727,0.00447067626182515,0.0879044950041787
Purvalanol,7,54,47,1418,3.90482417141927,0.0046380222010276,0.0908281912959912
Telmisartan,6,40,48,1432,4.46640618370688,0.00465418996378949,0.0908281912959912
Uridine 5'-triphosphate,6,40,48,1432,4.46640618370688,0.00465418996378949,0.0908281912959912
Cyclohexanol,6,41,48,1431,4.35529124457575,0.00519142961108965,0.100809824122568
S-Hydroxycysteine,6,41,48,1431,4.35529124457575,0.00519142961108965,0.100809824122568
Estrone,4,17,50,1455,6.82617880599919,0.00536003208514973,0.103826199581554
Cordycepin,7,56,47,1416,3.7604774597921,0.00556679166126026,0.107564974367544
Carnosine,3,8,51,1464,10.7143855581733,0.00565403361603381,0.108447403011331
Ketotifen,3,8,51,1464,10.7143855581733,0.00565403361603381,0.108447403011331
Imidapril,3,8,51,1464,10.7143855581733,0.00565403361603381,0.108447403011331
Enoxolone,6,42,48,1430,4.24833921369383,0.00577311490292883,0.110191292688059
Framycetin,6,42,48,1430,4.24833921369383,0.00577311490292883,0.110191292688059
CI-1040,4,18,50,1454,6.44361650893319,0.00638089582212495,0.119030253043167
Ofloxacin,4,18,50,1454,6.44361650893319,0.00638089582212495,0.119030253043167
2-{4-[(2s)-2-[({[(1s)-1-Carboxy-2-Phenylethyl]Amino}Carbonyl)Amino]-3-Oxo-3-(Pentylamino)Propyl]Phenoxy}Malonic Acid,4,18,50,1454,6.44361650893319,0.00638089582212495,0.119030253043167
Griseofulvin,5,30,49,1442,4.8944668226274,0.00664688034111989,0.119030253043167
RU78262,5,30,49,1442,4.8944668226274,0.00664688034111989,0.119030253043167
RU78783,5,30,49,1442,4.8944668226274,0.00664688034111989,0.119030253043167
"{4-[2-Acetylamino-2-(3-Carbamoyl-2-Cyclohexylmethoxy-6,7,8,9-Tetrahydro-5h-Benzocyclohepten-5ylcarbamoyl)-Ethyl]-2-Phosphono-Phenyl}-Phosphonic Acid",5,30,49,1442,4.8944668226274,0.00664688034111989,0.119030253043167
RU83876,5,30,49,1442,4.8944668226274,0.00664688034111989,0.119030253043167
RU79256,5,30,49,1442,4.8944668226274,0.00664688034111989,0.119030253043167
RU79072,5,30,49,1442,4.8944668226274,0.00664688034111989,0.119030253043167
RU85053,5,30,49,1442,4.8944668226274,0.00664688034111989,0.119030253043167
RU78300,5,30,49,1442,4.8944668226274,0.00664688034111989,0.119030253043167
PASBN,5,30,49,1442,4.8944668226274,0.00664688034111989,0.119030253043167
PAS219,5,30,49,1442,4.8944668226274,0.00664688034111989,0.119030253043167
RU85493,5,30,49,1442,4.8944668226274,0.00664688034111989,0.119030253043167
RU81843,5,30,49,1442,4.8944668226274,0.00664688034111989,0.119030253043167
ISO24,5,30,49,1442,4.8944668226274,0.00664688034111989,0.119030253043167
Phenylphosphate,5,30,49,1442,4.8944668226274,0.00664688034111989,0.119030253043167
RU90395,5,30,49,1442,4.8944668226274,0.00664688034111989,0.119030253043167
DPI59,5,30,49,1442,4.8944668226274,0.00664688034111989,0.119030253043167
RU78191,5,30,49,1442,4.8944668226274,0.00664688034111989,0.119030253043167
RU78299,5,30,49,1442,4.8944668226274,0.00664688034111989,0.119030253043167
RU82209,5,30,49,1442,4.8944668226274,0.00664688034111989,0.119030253043167
RU82197,5,30,49,1442,4.8944668226274,0.00664688034111989,0.119030253043167
RU84687,5,30,49,1442,4.8944668226274,0.00664688034111989,0.119030253043167
RU79073,5,30,49,1442,4.8944668226274,0.00664688034111989,0.119030253043167
RU82129,5,30,49,1442,4.8944668226274,0.00664688034111989,0.119030253043167
Alsterpaullone,8,74,46,1398,3.28135917311572,0.00676960869278051,0.120951257624289
Bis-Napthyl Beta-Ketophosphonic Acid,2,2,52,1470,28.0133352892493,0.00704749667675689,0.125343880704125
Alpha-Methylene Adenosine Monophosphate,2,2,52,1470,28.0133352892493,0.00704749667675689,0.125343880704125
Pimozide,7,59,47,1413,3.56160032933407,0.00721487249522477,0.127740121336413
Mitotane,7,59,47,1413,3.56160032933407,0.00721487249522477,0.127740121336413
Inosine,3,9,51,1463,9.52204023534005,0.00735126265799679,0.129861120922509
Silver nitrate,4,19,50,1453,6.10185517957241,0.0075236516038426,0.132012407435322
Vesnarinone,4,19,50,1453,6.10185517957241,0.0075236516038426,0.132012407435322
"(3BETA)-CHOLEST-5-ENE-3,25-DIOL",4,19,50,1453,6.10185517957241,0.0075236516038426,0.132012407435322
Pentoxifylline,6,45,48,1427,3.95743970522254,0.00780588026263749,0.136658073889363
Fluoxetine,11,129,43,1343,2.66080284844998,0.00787304944514785,0.137526344112756
"2-tert-butylbenzene-1,4-diol",5,32,49,1440,4.58273087853818,0.00845686886138832,0.147395487691695
Salbutamol,4,20,50,1452,5.79259213891116,0.00879410255092252,0.15259345878756
TNP-470,4,20,50,1452,5.79259213891116,0.00879410255092252,0.15259345878756
Mercaptopurine,3,10,51,1462,8.56762514764176,0.00931933089186088,0.160993174247769
Ramipril,3,10,51,1462,8.56762514764176,0.00931933089186088,0.160993174247769
Sphingosine,6,47,48,1425,3.78419306837136,0.00942174833365196,0.162403946991752
Hydralazine,5,33,49,1439,4.4411148643992,0.00947952691176711,0.163040763512397
Isoflurane,9,97,45,1375,2.83233268195919,0.0101257549404721,0.173393233575897
Magnesium,9,97,45,1375,2.83233268195919,0.0101257549404721,0.173393233575897
Ferulic acid,6,49,48,1423,3.62435189498617,0.0112654381048008,0.192487947234547
Gabexate,2,3,52,1469,18.7013300432011,0.0114799435423306,0.194454818816757
Morpholine-4-Carboxylic Acid (1-(3-Benzenesulfonyl-1-Phenethylallylcarbamoyl)-3-Methylbutyl)-Amide,2,3,52,1469,18.7013300432011,0.0114799435423306,0.194454818816757
Acipimox,2,3,52,1469,18.7013300432011,0.0114799435423306,0.194454818816757
"2,3-Dihydroxy-Benzoic Acid",2,3,52,1469,18.7013300432011,0.0114799435423306,0.194454818816757
Prazosin,7,65,47,1407,3.2198370312753,0.0115704714199411,0.19556493869445
Thiopental,4,22,50,1450,5.25991520768355,0.0117395928213574,0.19691114432677
Bendamustine,5,35,49,1437,4.18206628932548,0.0117759300119181,0.19691114432677
Pevonedistat,5,35,49,1437,4.18206628932548,0.0117759300119181,0.19691114432677
Oxalic Acid,5,35,49,1437,4.18206628932548,0.0117759300119181,0.19691114432677
DPDPE,5,35,49,1437,4.18206628932548,0.0117759300119181,0.19691114432677
Clenbuterol,6,51,48,1421,3.47790230576027,0.0133530409909138,0.222751912214599
Mevalonic acid,7,67,47,1405,3.11945196578573,0.0133782209891089,0.222751912214599
Glucosamine,3,12,51,1460,7.13282044800466,0.0141004661260798,0.233782718374677
Pyrophosphoric acid,3,12,51,1460,7.13282044800466,0.0141004661260798,0.233782718374677
Azathioprine,5,37,49,1435,3.95104053863343,0.0144270362548465,0.238691479111163
Nicotinamide,4,24,50,1448,4.81578849461375,0.0152567689321244,0.250828308434658
Toluene,4,24,50,1448,4.81578849461375,0.0152567689321244,0.250828308434658
Tarenflurbil,4,24,50,1448,4.81578849461375,0.0152567689321244,0.250828308434658
Amlodipine,6,53,48,1419,3.34222992685869,0.0157001171372032,0.257576031014516
"N,O6-Disulfo-Glucosamine",5,38,49,1434,3.84467654015061,0.0158926742869699,0.260189651533134
Deferoxamine,8,87,46,1385,2.76603786273821,0.0161208978270986,0.263375058641252
Sivelestat,2,4,52,1468,14.0336683647339,0.0168310813180767,0.271113458559407
[(2-AMINO-ALPHA-METHOXYIMINO-4-THIAZOLYLACETYL)AMINO]METHYLBORONIC ACID,2,4,52,1468,14.0336683647339,0.0168310813180767,0.271113458559407
TAK-593,2,4,52,1468,14.0336683647339,0.0168310813180767,0.271113458559407
CP-547632,2,4,52,1468,14.0336683647339,0.0168310813180767,0.271113458559407
VX-702,2,4,52,1468,14.0336683647339,0.0168310813180767,0.271113458559407
Arbutin,2,4,52,1468,14.0336683647339,0.0168310813180767,0.271113458559407
Celiprolol,3,13,51,1459,6.58218097675666,0.0169252210600581,0.271113458559407
Patupilone,3,13,51,1459,6.58218097675666,0.0169252210600581,0.271113458559407
Hydrochlorothiazide,3,13,51,1459,6.58218097675666,0.0169252210600581,0.271113458559407
Z-Val-Ala-Asp fluoromethyl ketone,6,54,48,1418,3.27813104848713,0.0169756426347991,0.271113458559407
Imipramine,6,54,48,1418,3.27813104848713,0.0169756426347991,0.271113458559407
Gossypol,6,55,48,1417,3.21635932738774,0.0183215648639378,0.291419356559317
Candesartan,6,55,48,1417,3.21635932738774,0.0183215648639378,0.291419356559317
Buthionine Sulfoximine,7,73,47,1399,2.85123763660808,0.0200250656303372,0.314351202197696
Olmesartan,3,14,51,1458,6.10973193794867,0.0200444774072099,0.314351202197696
Nesbuvir,3,14,51,1458,6.10973193794867,0.0200444774072099,0.314351202197696
Brequinar,3,14,51,1458,6.10973193794867,0.0200444774072099,0.314351202197696
Estrone sulfate,3,14,51,1458,6.10973193794867,0.0200444774072099,0.314351202197696
ginkgolide-B,3,14,51,1458,6.10973193794867,0.0200444774072099,0.314351202197696
Sibutramine,3,14,51,1458,6.10973193794867,0.0200444774072099,0.314351202197696
Nimesulide,8,91,46,1381,2.63675480478681,0.020330235801861,0.318194995438142
Imiquimod,4,27,50,1445,4.27358719149459,0.0216759191922146,0.337233314873159
Adenosine monophosphate,4,27,50,1445,4.27358719149459,0.0216759191922146,0.337233314873159
Probenecid,4,27,50,1445,4.27358719149459,0.0216759191922146,0.337233314873159
Phenylephrine,7,75,47,1397,2.77135867002313,0.0226837768842921,0.352213310009971
Foretinib,2,5,52,1467,11.2308043691763,0.0230327683613361,0.352733065798727
Tiratricol,2,5,52,1467,11.2308043691763,0.0230327683613361,0.352733065798727
Diacerein,2,5,52,1467,11.2308043691763,0.0230327683613361,0.352733065798727
Cantharidin,2,5,52,1467,11.2308043691763,0.0230327683613361,0.352733065798727
"3,5-diiodothyropropionic acid",2,5,52,1467,11.2308043691763,0.0230327683613361,0.352733065798727
Brivanib,2,5,52,1467,11.2308043691763,0.0230327683613361,0.352733065798727
Fluocinolone,2,5,52,1467,11.2308043691763,0.0230327683613361,0.352733065798727
Astaxanthin,3,15,51,1457,5.69881117182355,0.0234601561269141,0.355796875273781
Pyruvaldehyde,3,15,51,1457,5.69881117182355,0.0234601561269141,0.355796875273781
"Adenosine-5'-[Beta, Gamma-Methylene]Triphosphate",3,15,51,1457,5.69881117182355,0.0234601561269141,0.355796875273781
SB-409513,3,15,51,1457,5.69881117182355,0.0234601561269141,0.355796875273781
Talmapimod,3,15,51,1457,5.69881117182355,0.0234601561269141,0.355796875273781
Lamotrigine,4,29,50,1443,3.97403696767423,0.0267551992699294,0.404202842606408
Semapimod,4,29,50,1443,3.97403696767423,0.0267551992699294,0.404202842606408
Eplerenone,3,16,51,1456,5.34009958483817,0.0271728380774678,0.404268767043057
"(10E,12Z)-octadeca-10,12-dienoic acid",3,16,51,1456,5.34009958483817,0.0271728380774678,0.404268767043057
Geneticin,3,16,51,1456,5.34009958483817,0.0271728380774678,0.404268767043057
Amprenavir,3,16,51,1456,5.34009958483817,0.0271728380774678,0.404268767043057
(S)-Wiskostatin,3,16,51,1456,5.34009958483817,0.0271728380774678,0.404268767043057
Idronoxil,3,16,51,1456,5.34009958483817,0.0271728380774678,0.404268767043057
Fenofibric acid,3,16,51,1456,5.34009958483817,0.0271728380774678,0.404268767043057
N-[2-(4-BROMOCINNAMYLAMINO)ETHYL]-5-ISOQUINOLINE SULFONAMIDE,3,16,51,1456,5.34009958483817,0.0271728380774678,0.404268767043057
Succinic acid,5,45,49,1427,3.2316401363733,0.0289965575876866,0.430582882176048
Ursodeoxycholic acid,9,117,45,1355,2.31438595359837,0.0291784660242385,0.432463508228588
Methylamine,2,6,52,1466,9.3583669387721,0.0300203834861146,0.442428044279149
Marizomib,2,6,52,1466,9.3583669387721,0.0300203834861146,0.442428044279149
L-Isoleucine,2,6,52,1466,9.3583669387721,0.0300203834861146,0.442428044279149
"(9S,10E,12Z)-9-hydroxyoctadeca-10,12-dienoic acid",3,17,51,1455,5.02332531707064,0.0311818795498173,0.45696397737654
Pyrroloquinoline Quinone,3,17,51,1455,5.02332531707064,0.0311818795498173,0.45696397737654
Bardoxolone,3,17,51,1455,5.02332531707064,0.0311818795498173,0.45696397737654
Dipyridamole,5,46,49,1426,3.1592888489445,0.0312998920795398,0.457836055631976
Platinum,6,64,48,1408,2.74720301914032,0.0338698315248708,0.49436604242079
Acetylcholine,7,82,47,1390,2.52240003313547,0.0339236039456965,0.49436604242079
Florbetaben (18F),1,0,53,1472,Inf,0.0353866317169074,0.504057638447956
Oxyquinoline,1,0,53,1472,Inf,0.0353866317169074,0.504057638447956
2-ACETYLAMINO-4-METHYL-PENTANOIC ACID [1-(1-FORMYL-PENTYLCARBAMOYL)-3-METHYL-BUTYL]-AMIDE,1,0,53,1472,Inf,0.0353866317169074,0.504057638447956
Para-Iodo-D-Phenylalanine Hydroxamic Acid,1,0,53,1472,Inf,0.0353866317169074,0.504057638447956
Tridolgosir,1,0,53,1472,Inf,0.0353866317169074,0.504057638447956
Chloramphenicol,1,0,53,1472,Inf,0.0353866317169074,0.504057638447956
Gpi-1046,1,0,53,1472,Inf,0.0353866317169074,0.504057638447956
Batimastat,3,18,51,1454,4.7413553798837,0.0354855207939285,0.504057638447956
"(9Z,11E,13S)-13-hydroxyoctadeca-9,11-dienoic acid",3,18,51,1454,4.7413553798837,0.0354855207939285,0.504057638447956
Leflunomide,3,18,51,1454,4.7413553798837,0.0354855207939285,0.504057638447956
Sodium fluoride,4,32,50,1440,3.59437874155428,0.035619219467584,0.504057638447956
Amodiaquine,4,32,50,1440,3.59437874155428,0.035619219467584,0.504057638447956
Fasudil,4,32,50,1440,3.59437874155428,0.035619219467584,0.504057638447956
Edetic Acid,4,32,50,1440,3.59437874155428,0.035619219467584,0.504057638447956
Plitidepsin,4,32,50,1440,3.59437874155428,0.035619219467584,0.504057638447956
Halofuginone,4,32,50,1440,3.59437874155428,0.035619219467584,0.504057638447956
Angiotensin 1-7,2,7,52,1465,8.02130779547851,0.0377326694058776,0.52823437049436
Prasterone sulfate,2,7,52,1465,8.02130779547851,0.0377326694058776,0.52823437049436
[2-Cytidylate-O'-Phosphonyloxyl]-Ethyl-Trimethyl-Ammonium,2,7,52,1465,8.02130779547851,0.0377326694058776,0.52823437049436
Galunisertib,2,7,52,1465,8.02130779547851,0.0377326694058776,0.52823437049436
Sofalcone,2,7,52,1465,8.02130779547851,0.0377326694058776,0.52823437049436
Triflusal,2,7,52,1465,8.02130779547851,0.0377326694058776,0.52823437049436
Sitagliptin,4,33,50,1439,3.48346488106412,0.0389116256016683,0.542797009905977
Myristic acid,4,33,50,1439,3.48346488106412,0.0389116256016683,0.542797009905977
"(9BETA,13ALPHA,14BETA,17ALPHA)-2-METHOXYESTRA-1,3,5(10)-TRIENE-3,17-DIYL DISULFAMATE",3,19,51,1453,4.48950383712398,0.0400809878947397,0.55416988232273
Dinitrochlorobenzene,3,19,51,1453,4.48950383712398,0.0400809878947397,0.55416988232273
Acteoside,3,19,51,1453,4.48950383712398,0.0400809878947397,0.55416988232273
Sotrastaurin,3,19,51,1453,4.48950383712398,0.0400809878947397,0.55416988232273
{4-[3-(4-acetyl-3-hydroxy-2-propylphenoxy)propoxy]phenoxy}acetic acid,3,19,51,1453,4.48950383712398,0.0400809878947397,0.55416988232273
Artesunate,4,34,50,1438,3.37884271201971,0.0423742254475391,0.582787783913112
Lupeol,4,34,50,1438,3.37884271201971,0.0423742254475391,0.582787783913112
Isotretinoin,4,34,50,1438,3.37884271201971,0.0423742254475391,0.582787783913112
Calcidiol,3,20,51,1452,4.26265001595042,0.0449645883383742,0.616247892025292
Pomalidomide,3,20,51,1452,4.26265001595042,0.0449645883383742,0.616247892025292
Triamcinolone,2,8,52,1464,7.01594669880388,0.0461115825446446,0.623235806837007
Axitinib,2,8,52,1464,7.01594669880388,0.0461115825446446,0.623235806837007
Pentagastrin,2,8,52,1464,7.01594669880388,0.0461115825446446,0.623235806837007
Benzoyl peroxide,2,8,52,1464,7.01594669880388,0.0461115825446446,0.623235806837007
U-Pi-a-Pi,2,8,52,1464,7.01594669880388,0.0461115825446446,0.623235806837007
Aleglitazar,2,8,52,1464,7.01594669880388,0.0461115825446446,0.623235806837007
Valdecoxib,2,8,52,1464,7.01594669880388,0.0461115825446446,0.623235806837007
Indapamide,2,8,52,1464,7.01594669880388,0.0461115825446446,0.623235806837007
Mitoxantrone,5,52,49,1420,2.78357424787846,0.0475344463057958,0.641359274315311
Phenol,4,36,50,1436,3.18700626024544,0.0498107809306947,0.667469517467149
Betulinic Acid,4,36,50,1436,3.18700626024544,0.0498107809306947,0.667469517467149
