drug.name,k,l,m,n,OR,pvalue,adj.pvalue
Platinum,64,273,612,5150,1.97251096799792,7.1765775286124E-6,4.18394003301172E-4
5-(2-methylpiperazine-1-sulfonyl)isoquinoline,34,107,642,5316,2.63056104080818,7.23281776254099E-6,4.20150520786896E-4
Crizotinib,52,204,624,5219,2.13160318588092,7.66092533597122E-6,4.43418273086247E-4
Spermidine,50,193,626,5230,2.16405581441092,7.90720046478518E-6,4.56032399072402E-4
Belinostat,97,480,579,4943,1.72502827372974,8.4754148185482E-6,4.87057330956852E-4
Doxorubicin,304,1971,372,3452,1.43110886358509,8.94078634694312E-6,5.11972400376354E-4
Fenofibric acid,28,79,648,5344,2.9222242973326,9.02107394738255E-6,5.14738066617434E-4
Beta carotene,32,99,644,5324,2.67157993492492,1.00823425794018E-5,5.73260696273372E-4
Icariin,54,218,622,5205,2.07253823137353,1.03197026398489E-5,5.84690443825686E-4
Aldosterone,199,1188,477,4235,1.48710244179082,1.0729805699354E-5,6.04199738903067E-4
"2-tert-butylbenzene-1,4-diol",23,57,653,5366,3.31511288997046,1.07615702679816E-5,6.04199738903067E-4
Ferulic acid,41,146,635,5277,2.33325351193176,1.07766872036642E-5,6.04199738903067E-4
"3,4-Dihydroxycinnamic Acid",15,25,661,5398,4.89775902727375,1.12981095924049E-5,6.31234094030612E-4
VTP-194204,51,202,625,5221,2.10874712545567,1.17590168637704E-5,6.54712032981859E-4
Nilotinib,26,71,650,5352,3.01435615257655,1.18026036487737E-5,6.54872837895543E-4
Bradykinin,39,137,637,5286,2.36181258234769,1.36212679554575E-5,7.53185065220306E-4
Tarenflurbil,49,192,627,5231,2.12883796606961,1.37418425965772E-5,7.57249980310553E-4
Colforsin,230,1421,446,4002,1.45227083251715,1.40984463256868E-5,7.74249239370841E-4
Fenretinide,218,1333,458,4090,1.46034407236644,1.45254499550834E-5,7.94985882560599E-4
Daunorubicin,52,210,624,5213,2.06834254460942,1.52519102107168E-5,8.31915807178209E-4
2-{4-[(2s)-2-[({[(1s)-1-Carboxy-2-Phenylethyl]Amino}Carbonyl)Amino]-3-Oxo-3-(Pentylamino)Propyl]Phenoxy}Malonic Acid,44,165,632,5258,2.21819938956292,1.53679436054124E-5,8.35412943184722E-4
"(3Z)-N,N-DIMETHYL-2-OXO-3-(4,5,6,7-TETRAHYDRO-1H-INDOL-2-YLMETHYLIDENE)-2,3-DIHYDRO-1H-INDOLE-5-SULFONAMIDE",75,348,601,5075,1.81959184623486,1.54210990314658E-5,8.35479944640826E-4
Mesalazine,78,367,598,5056,1.79668432610906,1.58192673711301E-5,8.54175783667521E-4
2'-cyano-2'-deoxy-1-(beta-D-arabinofuranosyl)cytosine,46,177,630,5246,2.1637176991221,1.7172654453113E-5,9.24151973594221E-4
Mitoglitazone,26,73,650,5350,2.93077003072176,1.75445291439556E-5,9.41017315688851E-4
Testosterone,222,1367,454,4056,1.45076867512923,1.79363153830243E-5,9.58835022230955E-4
Carnosine,22,55,654,5368,3.28189378018994,1.86182234814821E-5,9.91992636705615E-4
Prasterone,146,822,530,4601,1.54178026783475,1.89761315638893E-5,0.00100772540341486
Inosine,33,108,643,5315,2.52517234746041,1.92520956698605E-5,0.00101901735368022
Simvastatin,290,1883,386,3540,1.41227829582356,2.06452213083325E-5,0.00108917297226941
Diazoxide,86,422,590,5001,1.72720589460455,2.24102196169567E-5,0.00117842470474853
Ganciclovir,77,365,599,5058,1.7811193576481,2.25756236092199E-5,0.0011832555024219
Puromycin,31,99,645,5324,2.5841058284848,2.31922952456769E-5,0.0012116304160553
Norepinephrine,149,847,527,4576,1.52736997573194,2.38460687627092E-5,0.00124175370653946
Caffeine,177,1046,499,4377,1.48418016390165,2.4698657369117E-5,0.00128200229925377
Purvalanol,71,329,605,5094,1.81676281829671,2.54827337540871E-5,0.00131517630552326
Didanosine,40,147,636,5276,2.25689773852762,2.5501246982893E-5,0.00131517630552326
Nicorandil,21,52,655,5371,3.31084777688484,2.56669600646447E-5,0.00131949348372308
Lactic Acid,52,215,624,5208,2.018327997194,2.63758746189463E-5,0.00135161926749667
Acitretin,66,299,610,5124,1.8538454035471,2.73272622884648E-5,0.00139592705280523
Quinestrol,20,48,656,5375,3.41301349090252,2.79441232863621E-5,0.00142292024528107
PD-0325901,15,28,661,5395,4.37096359968049,3.09366624280021E-5,0.0015562640831096
3-(Oxalyl-Amino)-Naphthalene-2-Carboxylic Acid,18,40,658,5383,3.68014150594838,3.15299834011149E-5,0.0015562640831096
6-(Oxalyl-Amino)-1h-Indole-5-Carboxylic Acid,18,40,658,5383,3.68014150594838,3.15299834011149E-5,0.0015562640831096
Compound 9,18,40,658,5383,3.68014150594838,3.15299834011149E-5,0.0015562640831096
"[[4-(Aminomethyl)Phenyl]Amino]Oxo-Acetic Acid,",18,40,658,5383,3.68014150594838,3.15299834011149E-5,0.0015562640831096
1-METHYL-3-PHENYL-1H-PYRAZOL-5-YLSULFAMIC ACID,18,40,658,5383,3.68014150594838,3.15299834011149E-5,0.0015562640831096
PARA-(BENZOYL)-PHENYLALANINE,18,40,658,5383,3.68014150594838,3.15299834011149E-5,0.0015562640831096
PNU177836,18,40,658,5383,3.68014150594838,3.15299834011149E-5,0.0015562640831096
Novo Nordisk a/S Compound,18,40,658,5383,3.68014150594838,3.15299834011149E-5,0.0015562640831096
2-(Oxalyl-Amino)-Benzoic Acid,18,40,658,5383,3.68014150594838,3.15299834011149E-5,0.0015562640831096
Anisomycin,163,954,513,4469,1.4883352922495,3.7034234624673E-5,0.00182235412203665
"2-Amino-1-methyl-6-phenylimidazo(4,5-b)pyridine",28,87,648,5336,2.64960824941269,3.83638476915745E-5,0.00188202534141005
Isoprenaline,212,1310,464,4113,1.43442460671219,3.86580685037199E-5,0.00189069469588653
Sildenafil,70,329,606,5094,1.78826130155156,4.32802230946704E-5,0.00211034132452274
Edaravone,84,418,592,5005,1.69879157750556,4.37887796116378E-5,0.00212244915071107
Ellagic Acid,46,185,630,5238,2.06702816329585,4.37923474224743E-5,0.00212244915071107
Hypericin,69,324,607,5099,1.78872276179243,4.80187206697001E-5,0.00232029660311935
Rosuvastatin,76,369,600,5054,1.73469775238903,5.17978101156814E-5,0.00249541099844016
Hexylresorcinol,18,42,658,5381,3.50365569781014,5.23286532665319E-5,0.00250597903251354
Abemaciclib,18,42,658,5381,3.50365569781014,5.23286532665319E-5,0.00250597903251354
Sapitinib,14,26,662,5397,4.38835315397691,5.44991295992158E-5,0.00259447815546899
Solamargine,14,26,662,5397,4.38835315397691,5.44991295992158E-5,0.00259447815546899
ATP,322,2156,354,3267,1.37822621609745,5.49700126577566E-5,0.00260393355348943
1-Methoxy-2-[2-(2-Methoxy-Ethoxy]-Ethane,38,142,638,5281,2.2147048710276,5.50214032593369E-5,0.00260393355348943
Potassium Chloride,96,500,580,4923,1.62952771927252,5.65625102306742E-5,0.00266901766740492
Bezafibrate,69,326,607,5097,1.77706975778671,5.67449128314824E-5,0.00266979539497334
Phenolphthalein,37,137,639,5286,2.2335824004757,5.85355979883947E-5,0.00274601617979369
N5-Iminoethyl-L-Ornithine,12,19,664,5404,5.13780008453904,5.98298206103919E-5,0.00279857152270342
Pantoprazole,30,100,646,5323,2.47165513080266,6.07441920168058E-5,0.00283084968517971
Dextromethorphan,19,47,657,5376,3.30719947343856,6.13014991830458E-5,0.00283084968517971
Ribavirin,110,595,566,4828,1.57684265118488,6.17571361607445E-5,0.00283084968517971
Cidofovir,36,132,640,5291,2.25426685440707,6.21032548620176E-5,0.00283084968517971
"(3s,6s,9r,10r,11s,12s,13e,15e,18s,21s)-18-{(1e,3e,7s,8s)-9-[(2s,3r,4s,5s,6r,9s,11s)-9-Ethyl-4-Hydroxy-3,5,11-Trimethyl-8-Oxo-1-Oxa-7-Azaspiro[5.5]Undec-2-Yl]-8-Hydroxy-1,7-Dimethylnona-1,3-Dienyl}-10,12-Dihydroxy-3-(3-Hydroxybenzyl)-6-Isopropyl-11-Methyl-",36,132,640,5291,2.25426685440707,6.21032548620176E-5,0.00283084968517971
Thymectacin,36,132,640,5291,2.25426685440707,6.21032548620176E-5,0.00283084968517971
1-(9-ethyl-9H-carbazol-3-yl)-N-methylmethanamine,36,132,640,5291,2.25426685440707,6.21032548620176E-5,0.00283084968517971
APR-246,36,132,640,5291,2.25426685440707,6.21032548620176E-5,0.00283084968517971
Cilengitide,36,132,640,5291,2.25426685440707,6.21032548620176E-5,0.00283084968517971
Cyclic Guanosine Monophosphate,28,90,648,5333,2.55987433731742,6.29805645705208E-5,0.00286273033384854
Acipimox,8,7,668,5416,9.25754902175333,6.90877794755347E-5,0.00312353412579999
Digoxin,20,52,656,5371,3.1480168748369,6.91065322374556E-5,0.00312353412579999
Leukotriene B4,62,285,614,5138,1.82014388942774,6.98846716912447E-5,0.00314985720208356
CHS-828,36,133,640,5290,2.23679207359313,7.07843344771569E-5,0.00318149524847658
Etonogestrel,17,39,659,5384,3.56010282213803,7.13479549254661E-5,0.00318901220208305
Ethynodiol diacetate,17,39,659,5384,3.56010282213803,7.13479549254661E-5,0.00318901220208305
Tretinoin,354,2416,322,3007,1.36822145793533,7.24753461869553E-5,0.00323042936240671
Hesperetin,55,243,621,5180,1.88780949911596,7.40395041188253E-5,0.00329103183483309
Paclitaxel,261,1693,415,3730,1.38558449587269,7.51403569394398E-5,0.00333076338022127
"6-[4-(2-piperidin-1-ylethoxy)phenyl]-3-pyridin-4-ylpyrazolo[1,5-a]pyrimidine",90,465,586,4958,1.6374067064922,7.70717361189679E-5,0.00340699040786532
Dimethyl sulfoxide,118,654,558,4769,1.5419177884466,8.10393244012299E-5,0.00357256467615177
Leukotriene D4,143,828,533,4595,1.48878567011724,8.24126672589921E-5,0.00362318105848618
Triamterene,20,53,656,5370,3.08810895433497,8.54988236234218E-5,0.00374861835654637
Bicine,25,77,651,5346,2.66562097543377,8.81712005199301E-5,0.00384483352591351
Ioversol,25,77,651,5346,2.66562097543377,8.81712005199301E-5,0.00384483352591351
Pelitinib,63,294,613,5129,1.79270278817818,8.91340395331147E-5,0.00387631460480255
Ethanolamine,53,233,623,5190,1.89479145675204,8.97720599739466E-5,0.00388573256485891
Dexmedetomidine,73,357,603,5066,1.71773410271562,8.98335773375762E-5,0.00388573256485891
Norgestimate,17,40,659,5383,3.47048699543079,9.13848118612047E-5,0.00394223348729987
Cholesterol,153,901,523,4522,1.46813200148104,9.25004721253377E-5,0.00397969234470598
Nitric Oxide,222,1405,454,4018,1.39831613688038,9.55007814956854E-5,0.00409781936291945
Roflumilast,28,93,648,5330,2.47609861689842,1.01005576108056E-4,0.00432249657302663
Rigosertib,34,125,642,5298,2.24416083488476,1.03427603076466E-4,0.00441440588736644
Acteoside,26,83,650,5340,2.57293579048143,1.04264034586246E-4,0.00443833295413929
Resveratrol,370,2554,306,2869,1.35820282899265,1.05024715872535E-4,0.00445891771360259
Bis-Napthyl Beta-Ketophosphonic Acid,6,3,670,5420,16.164108453541,1.13529834775865E-4,0.00480465155884097
Niclosamide,45,188,631,5235,1.9855786989879,1.13892583667001E-4,0.00480465155884097
Ginsenoside Rg1,29,99,647,5324,2.4099044214193,1.14063871429299E-4,0.00480465155884097
Cupric Chloride,46,194,630,5229,1.96780522143787,1.15684996793111E-4,0.00486021428300156
"4-Methyl-1,2-Benzenediol",19,50,657,5373,3.1067088212793,1.1883671636852E-4,0.00495382306521978
Imexon,19,50,657,5373,3.1067088212793,1.1883671636852E-4,0.00495382306521978
"4-[4-AMINO-6-(5-CHLORO-1H-INDOL-4-YLMETHYL)-[1,3,5]TRIAZIN-2-YLAMINO]-BENZONITRILE",19,50,657,5373,3.1067088212793,1.1883671636852E-4,0.00495382306521978
"4-{[(2,6-dichlorophenyl)carbonyl]amino}-N-piperidin-4-yl-1H-pyrazole-3-carboxamide",25,79,651,5344,2.59718509738873,1.23509462893916E-4,0.00513530710364743
Ritonavir,77,387,599,5036,1.67260949986393,1.24145363260868E-4,0.00514844325599134
Amodiaquine,38,149,638,5274,2.10789307841609,1.29794944564202E-4,0.00535974575233318
Tiratricol,9,11,667,5412,6.6341268109936,1.2990672773467E-4,0.00535974575233318
Doxazosin,106,581,570,4842,1.54968277797082,1.36317485421625E-4,0.00560985920244459
LY-294002,285,1893,391,3530,1.35911116051168,1.39133472689661E-4,0.0057111387386593
"4-[3-Hydroxyanilino]-6,7-Dimethoxyquinazoline",24,75,652,5348,2.62419987327521,1.46001762753783E-4,0.00580069763966486
N-(5-Cyclopropyl-1h-Pyrazol-3-Yl)Benzamide,24,75,652,5348,2.62419987327521,1.46001762753783E-4,0.00580069763966486
Lysine Nz-Carboxylic Acid,24,75,652,5348,2.62419987327521,1.46001762753783E-4,0.00580069763966486
2-ANILINO-6-CYCLOHEXYLMETHOXYPURINE,24,75,652,5348,2.62419987327521,1.46001762753783E-4,0.00580069763966486
N-phenyl-1H-pyrazole-3-carboxamide,24,75,652,5348,2.62419987327521,1.46001762753783E-4,0.00580069763966486
1-Amino-6-Cyclohex-3-Enylmethyloxypurine,24,75,652,5348,2.62419987327521,1.46001762753783E-4,0.00580069763966486
2-Amino-6-Chloropyrazine,24,75,652,5348,2.62419987327521,1.46001762753783E-4,0.00580069763966486
4-[(6-chloropyrazin-2-yl)amino]benzenesulfonamide,24,75,652,5348,2.62419987327521,1.46001762753783E-4,0.00580069763966486
"4-(2,4-Dimethyl-Thiazol-5-Yl)-Pyrimidin-2-Ylamine",24,75,652,5348,2.62419987327521,1.46001762753783E-4,0.00580069763966486
5-hydroxynaphthalene-1-sulfonamide,24,75,652,5348,2.62419987327521,1.46001762753783E-4,0.00580069763966486
N-(4-sulfamoylphenyl)-1H-indazole-3-carboxamide,24,75,652,5348,2.62419987327521,1.46001762753783E-4,0.00580069763966486
(2S)-2-({6-[(3-amino-5-chlorophenyl)amino]-9-isopropyl-9H-purin-2-yl}amino)-3-methylbutan-1-ol,24,75,652,5348,2.62419987327521,1.46001762753783E-4,0.00580069763966486
N-(3-METHYLBUT-2-EN-1-YL)-9H-PURIN-6-AMINE,24,75,652,5348,2.62419987327521,1.46001762753783E-4,0.00580069763966486
Piperine,17,42,659,5381,3.30437296376973,1.46736253791671E-4,0.00581551989969461
"4-(5-phenyl-1H-pyrrolo[2,3-b]pyridin-3-yl)benzoic acid",4,0,672,5423,Inf,1.49733240217446E-4,0.005919717284211
PX-12,20,56,656,5367,2.92119386704891,1.57179615842914E-4,0.00619887975970648
Sincalide,18,47,658,5376,3.12802600668289,1.65133202269206E-4,0.00649663170586417
Cyclohexanol,30,107,646,5316,2.30694138526312,1.6777511856744E-4,0.00658447040746325
13-Acetylphorbol,13,26,663,5397,4.06906477500737,1.77582940672919E-4,0.00695242918489019
Idelalisib,62,297,614,5126,1.74259824933828,1.91396333609995E-4,0.0074750405101346
Domoic Acid,21,62,655,5361,2.77158476373783,1.98206084013265E-4,0.00772225399457861
Chlorotrianisene,16,39,660,5384,3.34592684985871,2.023898666816E-4,0.00780961926820411
Fulvestrant,16,39,660,5384,3.34592684985871,2.023898666816E-4,0.00780961926820411
RALOXIFENE CORE,16,39,660,5384,3.34592684985871,2.023898666816E-4,0.00780961926820411
Phenyl salicylate,16,39,660,5384,3.34592684985871,2.023898666816E-4,0.00780961926820411
Sofalcone,23,72,653,5351,2.61710135984489,2.03998398745114E-4,0.0078528559179498
Morphine,231,1493,445,3930,1.36636096349104,2.18133959877742E-4,0.00837695944417224
Flunisolide,30,109,646,5314,2.26362833780559,2.20133980930402E-4,0.00843363788088383
Theophylline,104,576,572,4847,1.52986105406795,2.25446095655657E-4,0.0086166365564478
Amuvatinib,17,44,659,5379,3.15261391943556,2.2940245749868E-4,0.00872914798642507
Isopropyl Alcohol,38,154,638,5269,2.03755237016527,2.3001733126931E-4,0.00872914798642507
Bendamustine,38,154,638,5269,2.03755237016527,2.3001733126931E-4,0.00872914798642507
Cabozantinib,25,83,651,5340,2.47002355742723,2.33941462798793E-4,0.0088571790386797
Indapamide,23,73,653,5350,2.58077909732003,2.40903564983161E-4,0.00909935859232314
Sodium iodide,28,99,648,5324,2.32329405503973,2.43468620374852E-4,0.00917470844870126
5-iodotubercidin,30,110,646,5313,2.24253132805244,2.51414864850745E-4,0.00945201354114466
Mevalonic acid,73,371,603,5052,1.64835983619507,2.52278997918395E-4,0.00946239247661464
Mestranol,16,40,660,5383,3.26119252534372,2.54806631384055E-4,0.0094813569911896
Equilin,16,40,660,5383,3.26119252534372,2.54806631384055E-4,0.0094813569911896
Ospemifene,16,40,660,5383,3.26119252534372,2.54806631384055E-4,0.0094813569911896
Merimepodib,38,155,638,5268,2.02403020253593,2.56909305844883E-4,0.0094813569911896
Neratinib,38,155,638,5268,2.02403020253593,2.56909305844883E-4,0.0094813569911896
BMS-599626,38,155,638,5268,2.02403020253593,2.56909305844883E-4,0.0094813569911896
Mubritinib,38,155,638,5268,2.02403020253593,2.56909305844883E-4,0.0094813569911896
Dexamethasone,187,1170,489,4253,1.39000714530717,2.6284382220925E-4,0.00967416799799292
Afatinib,39,161,637,5262,2.00075189659661,2.63336211299886E-4,0.00967416799799292
Artesunate,38,156,638,5267,2.01068194206984,2.86585467373765E-4,0.0105042922449616
Z-Val-Ala-Asp fluoromethyl ketone,44,192,632,5231,1.89662739731119,3.09789291571021E-4,0.0113289817580236
Estramustine,16,41,660,5382,3.1811875907784,3.18580999978338E-4,0.0115977770076933
Propyl Gallate,16,41,660,5382,3.1811875907784,3.18580999978338E-4,0.0115977770076933
Bardoxolone,24,80,652,5343,2.45778712699623,3.25904334141915E-4,0.0118375973167943
Cycloserine,22,70,654,5353,2.57187463936897,3.36557082200531E-4,0.0121969969789054
Quinacrine,112,639,564,4784,1.48660950948679,3.5014574234076E-4,0.0126609411850899
Apigenin,227,1477,449,3946,1.3506360202433,3.74076999057748E-4,0.0134944425627828
Podofilox,43,188,633,5235,1.8914200415449,3.7487399960307E-4,0.0134944425627828
Dacomitinib,36,147,640,5276,2.01860206720403,3.7776514344158E-4,0.0135681620333883
Hydroxychloroquine,24,81,652,5342,2.42706108330147,3.79351134726502E-4,0.0135947804700762
Diethylstilbestrol,16,42,660,5381,3.10495644171967,3.95677507564688E-4,0.0141169856721646
Estriol,16,42,660,5381,3.10495644171967,3.95677507564688E-4,0.0141169856721646
Cladribine,39,165,637,5258,1.95080233782497,4.01150391593992E-4,0.0142805830138763
Triflusal,25,87,651,5336,2.35488882243737,4.24126961028593E-4,0.015065197557191
Oltipraz,27,98,649,5325,2.26012064537827,4.42884802858296E-4,0.0156968344451645
Dabrafenib,18,52,658,5371,2.82482867678819,4.51168969168032E-4,0.015955300115822
Brivanib,22,72,654,5351,2.49962569910987,4.64343467484953E-4,0.0163136452702965
Fluocinolone,22,72,654,5351,2.49962569910987,4.64343467484953E-4,0.0163136452702965
"3,5-diiodothyropropionic acid",22,72,654,5351,2.49962569910987,4.64343467484953E-4,0.0163136452702965
Amprenavir,29,110,647,5313,2.16455463633367,5.08285554601556E-4,0.017792902746389
Auranofin,50,234,626,5189,1.77097913465234,5.09055594376415E-4,0.017792902746389
Pyruvic acid,24,83,652,5340,2.3677711289741,5.09765661994064E-4,0.017792902746389
Avatrombopag,6,5,670,5418,9.69427402220094,5.13032120108989E-4,0.0178681559127775
Taurocholic Acid,38,162,638,5261,1.93406536839942,5.38279467323934E-4,0.0187069926418935
Alitretinoin,63,317,613,5106,1.65522873059749,5.40312496111175E-4,0.0187371780524203
Valdecoxib,22,73,654,5350,2.46466677686863,5.42803625187372E-4,0.0187764487964058
N-omega-nitro-L-arginine methyl ester,51,241,625,5182,1.75437083496364,5.43778736758318E-4,0.0187764487964058
Prednisone,43,192,633,5231,1.85044105874983,5.47590163769237E-4,0.0188675674100106
Netoglitazone,35,145,641,5278,1.98726914663694,5.68942074273868E-4,0.0195613737582375
HESPERIDIN,68,352,608,5071,1.61107250704379,6.44220332847587E-4,0.0221023645437476
2-chloro-5-nitro-N-phenylbenzamide,97,547,579,4876,1.49326356148285,6.50259340087424E-4,0.0222620879156175
OSI-930,19,59,657,5364,2.62861910145624,6.59209352120552E-4,0.0224728686723553
Onapristone,19,59,657,5364,2.62861910145624,6.59209352120552E-4,0.0224728686723553
Calcidiol,36,153,640,5270,1.93729679855807,7.13325879572193E-4,0.0242663240214164
Triptorelin,11,23,665,5400,3.88188167511036,7.43717816044999E-4,0.0251407590086813
CC-401,11,23,665,5400,3.88188167511036,7.43717816044999E-4,0.0251407590086813
Recoflavone,11,23,665,5400,3.88188167511036,7.43717816044999E-4,0.0251407590086813
"6-AMINO-BENZO[DE]ISOQUINOLINE-1,3-DIONE",26,97,650,5326,2.1959131821182,7.94211729555469E-4,0.0267913791310589
Vardenafil,38,166,638,5257,1.88607695507655,8.00542289533519E-4,0.0269484341138195
Gemfibrozil,63,324,613,5099,1.61725465181946,8.83297726764399E-4,0.0296721319639336
Etacrynic acid,20,66,656,5357,2.47389738369173,9.04887713140462E-4,0.0303340645334667
Lapachone,19,61,657,5362,2.54151265798314,9.19712662850996E-4,0.0307669355734454
Calcium gluconate,29,115,647,5308,2.06853034571239,9.28069289720674E-4,0.0309820760840232
Motesanib,23,82,653,5341,2.29368089739782,9.39221991856855E-4,0.0312894748900471
Dinoprost,117,694,559,4729,1.42611799567639,9.54245753962486E-4,0.0317242984578
Hymenialdisine,25,93,651,5330,2.20053727101448,9.61049981201873E-4,0.0318846304971844
Salirasib,24,88,652,5335,2.23125044624266,0.00101979868568531,0.033764111915576
Topiramate,21,72,655,5351,2.38226920717341,0.00102296271437824,0.0337993225607444
Dexanabinol,58,294,618,5129,1.63712579439662,0.00104680846307222,0.034516325475916
Genistein,322,2242,354,3181,1.29049744598943,0.00106567499955917,0.0350665524723608
Donepezil,52,256,624,5167,1.68179070856844,0.00108285798368824,0.0355592485952115
Cacodylic acid,18,57,658,5366,2.5747066571593,0.00109241421349582,0.0357327378360044
SU9516,25,94,651,5329,2.17672579706298,0.0010925825081476,0.0357327378360044
Bacitracin,31,128,645,5295,1.98794034207763,0.0011039045327449,0.0360297915730763
Valproic Acid,134,819,542,4604,1.38973200358803,0.00113380966942125,0.0369309398423076
Mecamylamine,41,188,635,5235,1.79769684286211,0.00114518760035733,0.0372261900788385
Allylestrenol,21,73,655,5350,2.34922414391067,0.0011836614018407,0.0383992694425554
Beta-D-Glucose,11,25,665,5398,3.57043955742466,0.00126986005058233,0.0411127591827233
L-Arginine,114,679,562,4744,1.41714902025081,0.0012768366190447,0.0412556220008647
Dienogest,22,79,654,5344,2.27512591202794,0.00130105240480283,0.0418699013746932
Gadolinium,22,79,654,5344,2.27512591202794,0.00130105240480283,0.0418699013746932
8-Bromo-Adenosine-5'-Monophosphate,9,17,667,5406,4.28949589795417,0.00130908670176537,0.0419606151568389
PF-03758309,9,17,667,5406,4.28949589795417,0.00130908670176537,0.0419606151568389
Phosphorylcolamine,13,34,663,5389,3.10688099110988,0.00132997459161643,0.0425453902423614
"N,O6-Disulfo-Glucosamine",27,107,649,5316,2.06659586250187,0.00136520946385516,0.043585888773461
Cilostazol,91,520,585,4903,1.46660292872201,0.0013954375241146,0.0444627347948386
Letrozole,48,235,628,5188,1.68720556583985,0.00151221983759301,0.0480624287532151
Haloperidol,117,704,559,4719,1.40289256133411,0.00151438577038302,0.0480624287532151
Propafenone,16,49,660,5374,2.65814520021925,0.00152897338034503,0.0484298768316476
Buthionine Sulfoximine,62,326,614,5097,1.57863093576575,0.00156150063158425,0.0493629987053119
Azacitidine,97,564,579,4859,1.44321505014468,0.00157593276734573,0.0497215503767149
Imiquimod,28,114,648,5309,2.01202206459145,0.00158234451459904,0.0498261462226363
Sibutramine,20,70,656,5353,2.33100286486128,0.00164567243469019,0.0517190556248581
Efavirenz,26,103,650,5320,2.06571204025352,0.00165621459289014,0.0519489045807178
"3-(4-HYDROXYPHENYL)-1-(2,4,6-TRIHYDROXYPHENYL)PROPAN-1-ONE",35,156,641,5267,1.84323234418926,0.00171165299956599,0.0534920390494916
Clofazimine,19,65,657,5358,2.38335000133603,0.00171206098105999,0.0534920390494916
Isoflurane,97,566,579,4857,1.43752461803604,0.00173985786828722,0.0542551817144552
Sotrastaurin,21,76,655,5347,2.25520828920352,0.00180171100378222,0.0560753173835686
Ethylmercurithiosalicylic acid,39,181,637,5242,1.77293644871624,0.00181274685367595,0.0563098736346193
Pioglitazone,162,1035,514,4388,1.33615233532251,0.00184250460104401,0.0571239691138135
Pyridoxine,4,2,672,5421,16.1190057487876,0.00186796646027067,0.0578020023030601
Riluzole,55,283,621,5140,1.60844527586046,0.00188425030379531,0.0581939749995358
Kinetin,18,61,658,5362,2.40408163088236,0.00205689242774094,0.0632829976378914
Ruboxistaurin,18,61,658,5362,2.40408163088236,0.00205689242774094,0.0632829976378914
Broxuridine,11,27,665,5396,3.30515510866436,0.00206881077441211,0.0635282123728143
Penicillamine,7,11,669,5412,5.14563429407609,0.00211387914564074,0.0647885116616231
3-Methyladenine,16,51,660,5372,2.55298476235546,0.0021469367815864,0.0656766004517021
Propranolol,115,698,561,4725,1.3875714653978,0.00218450311569809,0.0666989820348735
Sevoflurane,70,385,606,5038,1.51142983979341,0.00220778102957653,0.0672820518395512
{4-[3-(4-acetyl-3-hydroxy-2-propylphenoxy)propoxy]phenoxy}acetic acid,36,165,640,5258,1.79228716678974,0.00223485679669964,0.067978437880951
Valspodar,30,129,646,5294,1.90566061377845,0.00225291357957599,0.0683983799941403
Esreboxetine,12,32,664,5391,3.04372874458888,0.0023040920316107,0.0698204194246303
Tranilast,56,293,620,5130,1.58126988112044,0.00237699164121307,0.0718940873016142
Adenosine monophosphate,18,62,658,5361,2.36490750262337,0.00238704139174123,0.0720625943525532
Methylamine,24,95,652,5328,2.06414308887805,0.00243923222553809,0.0735002886175769
Puerarin,35,160,641,5263,1.79585642593439,0.00246552883568781,0.0741538077466933
Aminophylline,63,340,613,5083,1.53633054572561,0.0024802200049618,0.0742685098926185
Para-Iodo-D-Phenylalanine Hydroxamic Acid,6,8,670,5415,6.0592656204922,0.00248780492434672,0.0742685098926185
2-ACETYLAMINO-4-METHYL-PENTANOIC ACID [1-(1-FORMYL-PENTYLCARBAMOYL)-3-METHYL-BUTYL]-AMIDE,6,8,670,5415,6.0592656204922,0.00248780492434672,0.0742685098926185
Oxyquinoline,6,8,670,5415,6.0592656204922,0.00248780492434672,0.0742685098926185
Leflunomide,22,84,654,5339,2.13773973592855,0.00250187022760256,0.0745500899284137
Lutein,25,101,651,5322,2.02326555629722,0.00252840084068449,0.0752013805438461
N-[2-(4-BROMOCINNAMYLAMINO)ETHYL]-5-ISOQUINOLINE SULFONAMIDE,35,161,641,5262,1.78436547544495,0.00269356477627817,0.0799659848065408
Norethisterone,18,63,658,5360,2.32695836517519,0.0027604470032847,0.0818006465989616
Captopril,98,583,578,4840,1.40749691212621,0.00280346684989852,0.0829227464689764
Fluoxymesterone,22,85,654,5338,2.11220339311062,0.00283030787377932,0.0835630589807567
Titanium dioxide,65,356,611,5067,1.51404191739242,0.0028964734518433,0.0853599323088994
"[2(R,S)-2-Sulfanylheptanoyl]-Phe-Ala",16,53,660,5370,2.45562625441817,0.00296043729104076,0.087085468439787
Trametinib,13,38,663,5385,2.77796829307162,0.00296687356364352,0.0871155399566765
Orantinib,68,377,608,5046,1.49684642166049,0.00302619432422605,0.0886955069692306
3-isobutyl-1-methyl-7H-xanthine,96,571,580,4852,1.40637250834598,0.00308776438181558,0.0903355340070405
"1,3,5-Trichloro-Benzene",9,20,667,5403,3.64398131266605,0.00309403772845351,0.090354785403587
Arachidonic Acid,140,889,536,4534,1.33205102593169,0.00331043562442361,0.0964990908306411
