drug.name,k,l,m,n,OR,pvalue,adj.pvalue
2-(4-Chlorophenyl)-5-Quinoxalinecarboxamide,1,0,453,2371,Inf,0.160707964601769,1
3-Tyrosine,1,0,453,2371,Inf,0.160707964601769,1
Gamma-Glutamyl[S-(2-Iodobenzyl)Cysteinyl]Glycine,1,0,453,2371,Inf,0.160707964601769,1
Capric acid,1,0,453,2371,Inf,0.160707964601769,1
"(Z,Z)-4-Hydroxy-N,N,N-Trimethyl-10-Oxo-7-[(1-Oxo-9-Octadecenyl)Oxy]-3,5,9-Trioxa-4-Phosphaheptacos-18-En-1-Aminium-4-Oxide",1,0,453,2371,Inf,0.160707964601769,1
"3,4-Dihydro-5-Methyl-Isoquinolinone",1,0,453,2371,Inf,0.160707964601769,1
9-Butyl-8-(3-Methoxybenzyl)-9h-Purin-6-Amine,1,0,453,2371,Inf,0.160707964601769,1
"2,4-Diaminobutyric Acid",1,0,453,2371,Inf,0.160707964601769,1
LFA703,1,0,453,2371,Inf,0.160707964601769,1
Benzofuran,1,0,453,2371,Inf,0.160707964601769,1
1-Deaza-Adenosine,1,0,453,2371,Inf,0.160707964601769,1
Maleic Acid,1,0,453,2371,Inf,0.160707964601769,1
13-Acetylphorbol,1,0,453,2371,Inf,0.160707964601769,1
N-Methylnaloxonium,1,0,453,2371,Inf,0.160707964601769,1
N-(6-Aminohexyl)-5-Chloro-1-Naphthalenesulfonamide,1,0,453,2371,Inf,0.160707964601769,1
Benzylcysteine,1,0,453,2371,Inf,0.160707964601769,1
Afegostat,1,0,453,2371,Inf,0.160707964601769,1
Latamoxef,1,0,453,2371,Inf,0.160707964601769,1
"5-QUINOXALIN-6-YLMETHYLENE-THIAZOLIDINE-2,4-DIONE",1,0,453,2371,Inf,0.160707964601769,1
Bithionol,1,0,453,2371,Inf,0.160707964601769,1
Prenylamine,1,0,453,2371,Inf,0.160707964601769,1
Cyclandelate,1,0,453,2371,Inf,0.160707964601769,1
Cyproterone acetate,1,0,453,2371,Inf,0.160707964601769,1
Acadesine,1,0,453,2371,Inf,0.160707964601769,1
Indacaterol,1,0,453,2371,Inf,0.160707964601769,1
Thymectacin,1,0,453,2371,Inf,0.160707964601769,1
Cobimetinib,1,0,453,2371,Inf,0.160707964601769,1
Avanafil,1,0,453,2371,Inf,0.160707964601769,1
clomethiazole,1,0,453,2371,Inf,0.160707964601769,1
Methyltestosterone,1,0,453,2371,Inf,0.160707964601769,1
Aniline,1,0,453,2371,Inf,0.160707964601769,1
Cabazitaxel,1,0,453,2371,Inf,0.160707964601769,1
3-Hydroxyhippuric acid,1,0,453,2371,Inf,0.160707964601769,1
3-[5-(3-nitrophenyl)thiophen-2-yl]propanoic acid,1,0,453,2371,Inf,0.160707964601769,1
5-phenyl-1H-indazol-3-amine,1,0,453,2371,Inf,0.160707964601769,1
METHYL (2Z)-2-(2-{[6-(2-CYANOPHENOXY)PYRIMIDIN-4-YL]OXY}PHENYL)-3-METHOXYACRYLATE,1,0,453,2371,Inf,0.160707964601769,1
"1,3-DIPHENYLUREA",1,0,453,2371,Inf,0.160707964601769,1
N-[4-(3-BROMO-PHENYLAMINO)-QUINAZOLIN-6-YL]-ACRYLAMIDE,1,0,453,2371,Inf,0.160707964601769,1
"2-methyl-3,5,7,8-tetrahydro-4H-thiopyrano[4,3-d]pyrimidin-4-one",1,0,453,2371,Inf,0.160707964601769,1
"(2S,3R)-3-(6-amino-9H-purin-9-yl)nonan-2-ol",1,0,453,2371,Inf,0.160707964601769,1
3-(5-methoxy-1H-indol-3-yl)propanoic acid,1,0,453,2371,Inf,0.160707964601769,1
4-[3-(4-FLUOROPHENYL)-1H-PYRAZOL-4-YL]PYRIDINE,1,0,453,2371,Inf,0.160707964601769,1
(2S)-2-(4-ethylphenoxy)-3-phenylpropanoic acid,1,0,453,2371,Inf,0.160707964601769,1
IDD594,1,0,453,2371,Inf,0.160707964601769,1
3-(1-NAPHTHYLMETHOXY)PYRIDIN-2-AMINE,1,0,453,2371,Inf,0.160707964601769,1
(2S)-2-(biphenyl-4-yloxy)-3-phenylpropanoic acid,1,0,453,2371,Inf,0.160707964601769,1
"methyl 4-(2,3-dihydroxy-5-methylphenoxy)-2-hydroxy-6-methylbenzoate",1,0,453,2371,Inf,0.160707964601769,1
"4-(5-phenyl-1H-pyrrolo[2,3-b]pyridin-3-yl)benzoic acid",1,0,453,2371,Inf,0.160707964601769,1
"5,7-DIHYDROXY-2-(3,4,5-TRIHYDROXYPHENYL)-4H-CHROMEN-4-ONE",1,0,453,2371,Inf,0.160707964601769,1
N-[(CYCLOHEXYLAMINO)CARBONYL]GLYCINE,1,0,453,2371,Inf,0.160707964601769,1
4-{[(CYCLOHEXYLAMINO)CARBONYL]AMINO}BUTANOIC ACID,1,0,453,2371,Inf,0.160707964601769,1
1-(9-ethyl-9H-carbazol-3-yl)-N-methylmethanamine,1,0,453,2371,Inf,0.160707964601769,1
"8-BENZO[1,3]DIOXOL-,5-YLMETHYL-9-BUTYL-9H-",1,0,453,2371,Inf,0.160707964601769,1
"(2S)-5-hydroxy-2-(4-hydroxyphenyl)-7-methoxy-2,3-dihydro-4H-chromen-4-one",1,0,453,2371,Inf,0.160707964601769,1
6-BENZYL-1-BENZYLOXYMETHYL-5-ISOPROPYL URACIL,1,0,453,2371,Inf,0.160707964601769,1
(2S)-2-(4-chlorophenoxy)-3-phenylpropanoic acid,1,0,453,2371,Inf,0.160707964601769,1
"6-HYDROXY-1,3-BENZOTHIAZOLE-2-SULFONAMIDE",1,0,453,2371,Inf,0.160707964601769,1
RALOXIFENE CORE,1,0,453,2371,Inf,0.160707964601769,1
4-(2-methoxyethoxy)-6-methylpyrimidin-2-amine,1,0,453,2371,Inf,0.160707964601769,1
Triflusal,1,0,453,2371,Inf,0.160707964601769,1
Ivacaftor,1,0,453,2371,Inf,0.160707964601769,1
Dehydroascorbic Acid,1,0,453,2371,Inf,0.160707964601769,1
Boceprevir,1,0,453,2371,Inf,0.160707964601769,1
Fendiline,1,0,453,2371,Inf,0.160707964601769,1
Etifoxine,1,0,453,2371,Inf,0.160707964601769,1
Clobutinol,1,0,453,2371,Inf,0.160707964601769,1
Captodiame,1,0,453,2371,Inf,0.160707964601769,1
Benzoctamine,1,0,453,2371,Inf,0.160707964601769,1
Empagliflozin,1,0,453,2371,Inf,0.160707964601769,1
Phenyl salicylate,1,0,453,2371,Inf,0.160707964601769,1
Sodium hydroxide,1,0,453,2371,Inf,0.160707964601769,1
Pentoxyverine,1,0,453,2371,Inf,0.160707964601769,1
Boron,1,0,453,2371,Inf,0.160707964601769,1
Chlorobutanol,1,0,453,2371,Inf,0.160707964601769,1
Carbon monoxide,1,0,453,2371,Inf,0.160707964601769,1
APR-246,1,0,453,2371,Inf,0.160707964601769,1
Ipatasertib,1,0,453,2371,Inf,0.160707964601769,1
PF-03758309,1,0,453,2371,Inf,0.160707964601769,1
Niraparib,1,0,453,2371,Inf,0.160707964601769,1
Cilengitide,1,0,453,2371,Inf,0.160707964601769,1
Efatutazone,1,0,453,2371,Inf,0.160707964601769,1
"2,4-thiazolidinedione",1,0,453,2371,Inf,0.160707964601769,1
Apalutamide,1,0,453,2371,Inf,0.160707964601769,1
Galunisertib,1,0,453,2371,Inf,0.160707964601769,1
Brivanib,1,0,453,2371,Inf,0.160707964601769,1
Dacomitinib,1,0,453,2371,Inf,0.160707964601769,1
Avatrombopag,1,0,453,2371,Inf,0.160707964601769,1
Abemaciclib,1,0,453,2371,Inf,0.160707964601769,1
Evatanepag,1,0,453,2371,Inf,0.160707964601769,1
Sapitinib,1,0,453,2371,Inf,0.160707964601769,1
TAK-733,1,0,453,2371,Inf,0.160707964601769,1
Simendan,1,0,453,2371,Inf,0.160707964601769,1
Tacedinaline,1,0,453,2371,Inf,0.160707964601769,1
Resminostat,1,0,453,2371,Inf,0.160707964601769,1
Diazepinomicin,1,0,453,2371,Inf,0.160707964601769,1
Caprylic alcohol,1,0,453,2371,Inf,0.160707964601769,1
Fedratinib,1,0,453,2371,Inf,0.160707964601769,1
Fluocinolone,1,0,453,2371,Inf,0.160707964601769,1
Sonolisib,1,0,453,2371,Inf,0.160707964601769,1
"3,5-diiodothyropropionic acid",1,0,453,2371,Inf,0.160707964601769,1
Emapunil,1,0,453,2371,Inf,0.160707964601769,1
Solamargine,1,0,453,2371,Inf,0.160707964601769,1
GSK-690693,1,0,453,2371,Inf,0.160707964601769,1
Methyl isocyanate,1,0,453,2371,Inf,0.160707964601769,1
Higenamine,1,0,453,2371,Inf,0.160707964601769,1
Pyroxamide,1,0,453,2371,Inf,0.160707964601769,1
Doxifluridine,1,0,453,2371,Inf,0.160707964601769,1
Rotigaptide,1,0,453,2371,Inf,0.160707964601769,1
9-(N-methyl-L-isoleucine)-cyclosporin A,1,0,453,2371,Inf,0.160707964601769,1
Triptolide,9,30,445,2341,1.57790408108739,0.162284837069204,1
Flutamide,3,6,451,2365,2.62074075834274,0.164206797908999,1
Mercaptopurine,3,6,451,2365,2.62074075834274,0.164206797908999,1
Escitalopram,3,6,451,2365,2.62074075834274,0.164206797908999,1
Butyl alcohol,3,6,451,2365,2.62074075834274,0.164206797908999,1
Pirfenidone,3,6,451,2365,2.62074075834274,0.164206797908999,1
Ferulic acid,3,6,451,2365,2.62074075834274,0.164206797908999,1
Titanium dioxide,3,6,451,2365,2.62074075834274,0.164206797908999,1
Acteoside,3,6,451,2365,2.62074075834274,0.164206797908999,1
Cholesterol,11,39,443,2332,1.48451013295575,0.167717883404475,1
Salicylic acid,7,22,447,2349,1.67169346233059,0.17225179854688,1
Gemfibrozil,4,10,450,2361,2.09800545718178,0.175740305301914,1
Eflornithine,4,10,450,2361,2.09800545718178,0.175740305301914,1
Andrographolide,5,14,449,2357,1.87424092864803,0.177880770420127,1
Ademetionine,2,3,452,2368,3.49043219711744,0.184714653907382,1
Indinavir,2,3,452,2368,3.49043219711744,0.184714653907382,1
Phenylpropanolamine,2,3,452,2368,3.49043219711744,0.184714653907382,1
Fludrocortisone,2,3,452,2368,3.49043219711744,0.184714653907382,1
Clodronic Acid,2,3,452,2368,3.49043219711744,0.184714653907382,1
Candesartan cilexetil,2,3,452,2368,3.49043219711744,0.184714653907382,1
Glipizide,2,3,452,2368,3.49043219711744,0.184714653907382,1
Econazole,2,3,452,2368,3.49043219711744,0.184714653907382,1
Zebularine,2,3,452,2368,3.49043219711744,0.184714653907382,1
"2',4,4'-Trihydroxychalcone",2,3,452,2368,3.49043219711744,0.184714653907382,1
Tiopronin,2,3,452,2368,3.49043219711744,0.184714653907382,1
"N-{3-[(5-chloro-1H-pyrrolo[2,3-b]pyridin-3-yl)carbonyl]-2,4-difluorophenyl}propane-1-sulfonamide",2,3,452,2368,3.49043219711744,0.184714653907382,1
Veliparib,2,3,452,2368,3.49043219711744,0.184714653907382,1
Cabozantinib,2,3,452,2368,3.49043219711744,0.184714653907382,1
Palbociclib,2,3,452,2368,3.49043219711744,0.184714653907382,1
Selumetinib,2,3,452,2368,3.49043219711744,0.184714653907382,1
Isoflavone,2,3,452,2368,3.49043219711744,0.184714653907382,1
Bardoxolone,2,3,452,2368,3.49043219711744,0.184714653907382,1
Arecoline,7,23,447,2348,1.59836242978929,0.195662180801121,1
Nitroglycerin,3,7,451,2364,2.24561664338282,0.208060574906847,1
Rolipram,3,7,451,2364,2.24561664338282,0.208060574906847,1
CI-1040,3,7,451,2364,2.24561664338282,0.208060574906847,1
Alitretinoin,4,11,450,2360,1.90645159912591,0.211109169732901,1
Quinacrine,4,11,450,2360,1.90645159912591,0.211109169732901,1
Clomipramine,4,11,450,2360,1.90645159912591,0.211109169732901,1
Daunorubicin,4,12,450,2359,1.74699216749562,0.248240183993191,1
Rbt205 Inhibitor,4,12,450,2359,1.74699216749562,0.248240183993191,1
3-isobutyl-1-methyl-7H-xanthine,4,12,450,2359,1.74699216749562,0.248240183993191,1
Olmesartan,2,4,452,2367,2.61715742076203,0.248827859455762,1
Desogestrel,2,4,452,2367,2.61715742076203,0.248827859455762,1
Tioguanine,2,4,452,2367,2.61715742076203,0.248827859455762,1
Levonorgestrel,2,4,452,2367,2.61715742076203,0.248827859455762,1
Digoxin,2,4,452,2367,2.61715742076203,0.248827859455762,1
Nisoldipine,2,4,452,2367,2.61715742076203,0.248827859455762,1
Methylphenidate,2,4,452,2367,2.61715742076203,0.248827859455762,1
Eplerenone,2,4,452,2367,2.61715742076203,0.248827859455762,1
Cysteamine,2,4,452,2367,2.61715742076203,0.248827859455762,1
"(3-{3-[[2-Chloro-3-(Trifluoromethyl)Benzyl](2,2-Diphenylethyl)Amino]Propoxy}Phenyl)Acetic Acid",2,4,452,2367,2.61715742076203,0.248827859455762,1
Phenolphthalein,2,4,452,2367,2.61715742076203,0.248827859455762,1
Nilvadipine,2,4,452,2367,2.61715742076203,0.248827859455762,1
Afatinib,2,4,452,2367,2.61715742076203,0.248827859455762,1
Pevonedistat,2,4,452,2367,2.61715742076203,0.248827859455762,1
BQ-123,2,4,452,2367,2.61715742076203,0.248827859455762,1
Hypericin,2,4,452,2367,2.61715742076203,0.248827859455762,1
Fenofibric acid,2,4,452,2367,2.61715742076203,0.248827859455762,1
Paricalcitol,3,8,451,2363,1.96431560426563,0.254095356799792,1
Flufenamic Acid,3,8,451,2363,1.96431560426563,0.254095356799792,1
Propanoic Acid,3,8,451,2363,1.96431560426563,0.254095356799792,1
Estrone sulfate,3,8,451,2363,1.96431560426563,0.254095356799792,1
Bosutinib,3,8,451,2363,1.96431560426563,0.254095356799792,1
Mevastatin,3,8,451,2363,1.96431560426563,0.254095356799792,1
Methylthioninium,3,8,451,2363,1.96431560426563,0.254095356799792,1
Vitamin A,5,17,449,2354,1.54171339774252,0.27217616832291,1
Sildenafil,5,17,449,2354,1.54171339774252,0.27217616832291,1
Disulfiram,5,17,449,2354,1.54171339774252,0.27217616832291,1
Ouabain,5,17,449,2354,1.54171339774252,0.27217616832291,1
nocodazole,5,17,449,2354,1.54171339774252,0.27217616832291,1
Cholecalciferol,10,40,444,2331,1.3123610761992,0.275110524963844,1
Adenosine,12,50,442,2321,1.26015981205358,0.286471879313781,1
Nimesulide,4,13,450,2358,1.61198358558492,0.286618829616882,1
Etonogestrel,1,1,453,2370,5.22724735031337,0.295636641680664,1
Grepafloxacin,1,1,453,2370,5.22724735031337,0.295636641680664,1
Teniposide,1,1,453,2370,5.22724735031337,0.295636641680664,1
Methohexital,1,1,453,2370,5.22724735031337,0.295636641680664,1
Nitazoxanide,1,1,453,2370,5.22724735031337,0.295636641680664,1
Dextromethorphan,1,1,453,2370,5.22724735031337,0.295636641680664,1
Lercanidipine,1,1,453,2370,5.22724735031337,0.295636641680664,1
Hydroxyzine,1,1,453,2370,5.22724735031337,0.295636641680664,1
Doxapram,1,1,453,2370,5.22724735031337,0.295636641680664,1
Valdecoxib,1,1,453,2370,5.22724735031337,0.295636641680664,1
L-Carnitine,1,1,453,2370,5.22724735031337,0.295636641680664,1
Bisoprolol,1,1,453,2370,5.22724735031337,0.295636641680664,1
Clofarabine,1,1,453,2370,5.22724735031337,0.295636641680664,1
Nilutamide,1,1,453,2370,5.22724735031337,0.295636641680664,1
Chlorpropamide,1,1,453,2370,5.22724735031337,0.295636641680664,1
Alprostadil,1,1,453,2370,5.22724735031337,0.295636641680664,1
Gadopentetate dimeglumine,1,1,453,2370,5.22724735031337,0.295636641680664,1
Ethynodiol diacetate,1,1,453,2370,5.22724735031337,0.295636641680664,1
Phenmetrazine,1,1,453,2370,5.22724735031337,0.295636641680664,1
Diethylpropion,1,1,453,2370,5.22724735031337,0.295636641680664,1
Isosorbide Mononitrate,1,1,453,2370,5.22724735031337,0.295636641680664,1
Lubiprostone,1,1,453,2370,5.22724735031337,0.295636641680664,1
Abacavir,1,1,453,2370,5.22724735031337,0.295636641680664,1
Lomustine,1,1,453,2370,5.22724735031337,0.295636641680664,1
Ridogrel,1,1,453,2370,5.22724735031337,0.295636641680664,1
Metipranolol,1,1,453,2370,5.22724735031337,0.295636641680664,1
Nelarabine,1,1,453,2370,5.22724735031337,0.295636641680664,1
Glucosamine,1,1,453,2370,5.22724735031337,0.295636641680664,1
Tasosartan,1,1,453,2370,5.22724735031337,0.295636641680664,1
Mestranol,1,1,453,2370,5.22724735031337,0.295636641680664,1
Ephedrine,1,1,453,2370,5.22724735031337,0.295636641680664,1
Kojic acid,1,1,453,2370,5.22724735031337,0.295636641680664,1
Glycerol-2-Phosphate,1,1,453,2370,5.22724735031337,0.295636641680664,1
Phosphonotyrosine,1,1,453,2370,5.22724735031337,0.295636641680664,1
1-Methoxy-2-[2-(2-Methoxy-Ethoxy]-Ethane,1,1,453,2370,5.22724735031337,0.295636641680664,1
Equilin,1,1,453,2370,5.22724735031337,0.295636641680664,1
3-(Benzyloxy)Pyridin-2-Amine,1,1,453,2370,5.22724735031337,0.295636641680664,1
D-glucitol 6-phosphate,1,1,453,2370,5.22724735031337,0.295636641680664,1
2'-Deoxycytidine,1,1,453,2370,5.22724735031337,0.295636641680664,1
"[2(R,S)-2-Sulfanylheptanoyl]-Phe-Ala",1,1,453,2370,5.22724735031337,0.295636641680664,1
Fumagillin,1,1,453,2370,5.22724735031337,0.295636641680664,1
Domoic Acid,1,1,453,2370,5.22724735031337,0.295636641680664,1
Oxitriptan,1,1,453,2370,5.22724735031337,0.295636641680664,1
Patupilone,1,1,453,2370,5.22724735031337,0.295636641680664,1
Phosphomethylphosphonic Acid Adenosyl Ester,1,1,453,2370,5.22724735031337,0.295636641680664,1
Brivudine,1,1,453,2370,5.22724735031337,0.295636641680664,1
Cyclohexanol,1,1,453,2370,5.22724735031337,0.295636641680664,1
Freselestat,1,1,453,2370,5.22724735031337,0.295636641680664,1
"3,4-Dihydroxybenzoic Acid",1,1,453,2370,5.22724735031337,0.295636641680664,1
Ethanolamine,1,1,453,2370,5.22724735031337,0.295636641680664,1
"4-Methyl-1,2-Benzenediol",1,1,453,2370,5.22724735031337,0.295636641680664,1
(R)-Rolipram,1,1,453,2370,5.22724735031337,0.295636641680664,1
Oleic Acid,1,1,453,2370,5.22724735031337,0.295636641680664,1
Palmitoleic Acid,1,1,453,2370,5.22724735031337,0.295636641680664,1
Crotonaldehyde,1,1,453,2370,5.22724735031337,0.295636641680664,1
Quinestrol,1,1,453,2370,5.22724735031337,0.295636641680664,1
Ethyl carbamate,1,1,453,2370,5.22724735031337,0.295636641680664,1
Afamelanotide,1,1,453,2370,5.22724735031337,0.295636641680664,1
Ospemifene,1,1,453,2370,5.22724735031337,0.295636641680664,1
Abiraterone,1,1,453,2370,5.22724735031337,0.295636641680664,1
OSI-930,1,1,453,2370,5.22724735031337,0.295636641680664,1
Resatorvid,1,1,453,2370,5.22724735031337,0.295636641680664,1
Udenafil,1,1,453,2370,5.22724735031337,0.295636641680664,1
Safinamide,1,1,453,2370,5.22724735031337,0.295636641680664,1
Drotaverine,1,1,453,2370,5.22724735031337,0.295636641680664,1
4-(1-methyl-1-phenylethyl)phenol,1,1,453,2370,5.22724735031337,0.295636641680664,1
"6-AMINO-BENZO[DE]ISOQUINOLINE-1,3-DIONE",1,1,453,2370,5.22724735031337,0.295636641680664,1
PD-0325901,1,1,453,2370,5.22724735031337,0.295636641680664,1
"N~6~-cyclohexyl-N~2~-(4-morpholin-4-ylphenyl)-9H-purine-2,6-diamine",1,1,453,2370,5.22724735031337,0.295636641680664,1
4-PHENOXY-N-(PYRIDIN-2-YLMETHYL)BENZAMIDE,1,1,453,2370,5.22724735031337,0.295636641680664,1
3-(4-HYDROXY-PHENYL)PYRUVIC ACID,1,1,453,2370,5.22724735031337,0.295636641680664,1
6-{[(CYCLOHEXYLAMINO)CARBONYL]AMINO}HEXANOIC ACID,1,1,453,2370,5.22724735031337,0.295636641680664,1
"3,4-DIHYDRO-4-OXO-3-((5-TRIFLUOROMETHYL-2-BENZOTHIAZOLYL)METHYL)-1-PHTHALAZINE ACETIC ACID",1,1,453,2370,5.22724735031337,0.295636641680664,1
Bopindolol,1,1,453,2370,5.22724735031337,0.295636641680664,1
Dimethyl fumarate,1,1,453,2370,5.22724735031337,0.295636641680664,1
Flubendazole,1,1,453,2370,5.22724735031337,0.295636641680664,1
Acipimox,1,1,453,2370,5.22724735031337,0.295636641680664,1
Aurothioglucose,1,1,453,2370,5.22724735031337,0.295636641680664,1
Azelnidipine,1,1,453,2370,5.22724735031337,0.295636641680664,1
Anthralin,1,1,453,2370,5.22724735031337,0.295636641680664,1
Pictilisib,1,1,453,2370,5.22724735031337,0.295636641680664,1
Ortataxel,1,1,453,2370,5.22724735031337,0.295636641680664,1
Mitoglitazone,1,1,453,2370,5.22724735031337,0.295636641680664,1
Rilmenidine,1,1,453,2370,5.22724735031337,0.295636641680664,1
Ebastine,1,1,453,2370,5.22724735031337,0.295636641680664,1
Marizomib,1,1,453,2370,5.22724735031337,0.295636641680664,1
Epicatechin,1,1,453,2370,5.22724735031337,0.295636641680664,1
Bradykinin,1,1,453,2370,5.22724735031337,0.295636641680664,1
Dilmapimod,1,1,453,2370,5.22724735031337,0.295636641680664,1
Dalcetrapib,1,1,453,2370,5.22724735031337,0.295636641680664,1
Ajulemic acid,1,1,453,2370,5.22724735031337,0.295636641680664,1
Losmapimod,1,1,453,2370,5.22724735031337,0.295636641680664,1
Propyl Gallate,1,1,453,2370,5.22724735031337,0.295636641680664,1
Dihydralazine,1,1,453,2370,5.22724735031337,0.295636641680664,1
CHS-828,1,1,453,2370,5.22724735031337,0.295636641680664,1
Mephedrone,1,1,453,2370,5.22724735031337,0.295636641680664,1
Relcovaptan,1,1,453,2370,5.22724735031337,0.295636641680664,1
Masoprocol,3,9,451,2362,1.7453358799698,0.301342536999718,1
Acitretin,3,9,451,2362,1.7453358799698,0.301342536999718,1
Zidovudine,3,9,451,2362,1.7453358799698,0.301342536999718,1
Dexmedetomidine,3,9,451,2362,1.7453358799698,0.301342536999718,1
Deferoxamine,3,9,451,2362,1.7453358799698,0.301342536999718,1
Phenelzine,3,9,451,2362,1.7453358799698,0.301342536999718,1
3-SULFOOXY-1H-INDOLE,3,9,451,2362,1.7453358799698,0.301342536999718,1
"3,3'-diindolylmethane",3,9,451,2362,1.7453358799698,0.301342536999718,1
Colforsin,20,90,434,2281,1.16784352283227,0.307314674164288,1
Pyruvic acid,2,5,452,2366,2.09315010585185,0.31342777043115,1
Propylthiouracil,2,5,452,2366,2.09315010585185,0.31342777043115,1
Prednisone,2,5,452,2366,2.09315010585185,0.31342777043115,1
Norethisterone,2,5,452,2366,2.09315010585185,0.31342777043115,1
Perindopril,2,5,452,2366,2.09315010585185,0.31342777043115,1
Terbutaline,2,5,452,2366,2.09315010585185,0.31342777043115,1
Etacrynic acid,2,5,452,2366,2.09315010585185,0.31342777043115,1
Amantadine,2,5,452,2366,2.09315010585185,0.31342777043115,1
Sibutramine,2,5,452,2366,2.09315010585185,0.31342777043115,1
Fomepizole,2,5,452,2366,2.09315010585185,0.31342777043115,1
Finasteride,2,5,452,2366,2.09315010585185,0.31342777043115,1
Androstenedione,2,5,452,2366,2.09315010585185,0.31342777043115,1
Pimagedine,2,5,452,2366,2.09315010585185,0.31342777043115,1
Nitrous oxide,2,5,452,2366,2.09315010585185,0.31342777043115,1
ginkgolide-B,2,5,452,2366,2.09315010585185,0.31342777043115,1
Artesunate,2,5,452,2366,2.09315010585185,0.31342777043115,1
Nifedipine,4,14,450,2357,1.49626129732538,0.32575309875789,1
Dihydrogenphosphate Ion,4,14,450,2357,1.49626129732538,0.32575309875789,1
Plicamycin,4,14,450,2357,1.49626129732538,0.32575309875789,1
Zinc sulfate,4,14,450,2357,1.49626129732538,0.32575309875789,1
Carbamazepine,5,19,449,2352,1.37832613443886,0.339901631014409,1
Loratadine,3,10,451,2361,1.57021580409813,0.348949151844606,1
Paroxetine,3,10,451,2361,1.57021580409813,0.348949151844606,1
Melphalan,3,10,451,2361,1.57021580409813,0.348949151844606,1
Iloprost,3,10,451,2361,1.57021580409813,0.348949151844606,1
Clenbuterol,3,10,451,2361,1.57021580409813,0.348949151844606,1
Prazosin,4,15,450,2356,1.39596209318768,0.365185719647961,1
Iron,4,15,450,2356,1.39596209318768,0.365185719647961,1
Alpha-Linolenic Acid,11,49,443,2322,1.17656869789288,0.367170257537754,1
Bupivacaine,2,6,452,2365,1.74368691940143,0.376705729123743,1
Framycetin,2,6,452,2365,1.74368691940143,0.376705729123743,1
Vincristine,2,6,452,2365,1.74368691940143,0.376705729123743,1
Pentamidine,2,6,452,2365,1.74368691940143,0.376705729123743,1
Mechlorethamine,2,6,452,2365,1.74368691940143,0.376705729123743,1
Atazanavir,2,6,452,2365,1.74368691940143,0.376705729123743,1
Tolbutamide,2,6,452,2365,1.74368691940143,0.376705729123743,1
Guanethidine,2,6,452,2365,1.74368691940143,0.376705729123743,1
Sitagliptin,2,6,452,2365,1.74368691940143,0.376705729123743,1
Sorbitol,2,6,452,2365,1.74368691940143,0.376705729123743,1
GM6001,2,6,452,2365,1.74368691940143,0.376705729123743,1
Guanine,2,6,452,2365,1.74368691940143,0.376705729123743,1
Sphingosine,2,6,452,2365,1.74368691940143,0.376705729123743,1
Dopamine,8,35,446,2336,1.19707392330379,0.386021963752496,1
Dexamethasone,8,35,446,2336,1.19707392330379,0.386021963752496,1
Mitomycin,3,11,451,2360,1.42692724402992,0.396187928174431,1
Terfenadine,3,11,451,2360,1.42692724402992,0.396187928174431,1
Dronabinol,3,11,451,2360,1.42692724402992,0.396187928174431,1
Lenalidomide,3,11,451,2360,1.42692724402992,0.396187928174431,1
Clofibrate,3,11,451,2360,1.42692724402992,0.396187928174431,1
Epoprostenol,3,11,451,2360,1.42692724402992,0.396187928174431,1
Dronedarone,3,11,451,2360,1.42692724402992,0.396187928174431,1
Uric Acid,3,11,451,2360,1.42692724402992,0.396187928174431,1
Phenytoin,4,16,450,2355,1.30819629590358,0.404502403573547,1
Riluzole,4,16,450,2355,1.30819629590358,0.404502403573547,1
Dalfampridine,4,16,450,2355,1.30819629590358,0.404502403573547,1
Indomethacin,15,71,439,2300,1.10685529676488,0.407958469309657,1
Bivalirudin,1,2,453,2369,2.61358976760089,0.40891363944084,1
Betaxolol,1,2,453,2369,2.61358976760089,0.40891363944084,1
Dofetilide,1,2,453,2369,2.61358976760089,0.40891363944084,1
Isoetarine,1,2,453,2369,2.61358976760089,0.40891363944084,1
Diethylstilbestrol,1,2,453,2369,2.61358976760089,0.40891363944084,1
Tenofovir disoproxil,1,2,453,2369,2.61358976760089,0.40891363944084,1
Tolcapone,1,2,453,2369,2.61358976760089,0.40891363944084,1
Mexiletine,1,2,453,2369,2.61358976760089,0.40891363944084,1
Eszopiclone,1,2,453,2369,2.61358976760089,0.40891363944084,1
Miglustat,1,2,453,2369,2.61358976760089,0.40891363944084,1
Dipivefrin,1,2,453,2369,2.61358976760089,0.40891363944084,1
Amikacin,1,2,453,2369,2.61358976760089,0.40891363944084,1
Carteolol,1,2,453,2369,2.61358976760089,0.40891363944084,1
Azelaic Acid,1,2,453,2369,2.61358976760089,0.40891363944084,1
Rifabutin,1,2,453,2369,2.61358976760089,0.40891363944084,1
Isoflurophate,1,2,453,2369,2.61358976760089,0.40891363944084,1
Hexachlorophene,1,2,453,2369,2.61358976760089,0.40891363944084,1
Tolazamide,1,2,453,2369,2.61358976760089,0.40891363944084,1
Penicillamine,1,2,453,2369,2.61358976760089,0.40891363944084,1
Famotidine,1,2,453,2369,2.61358976760089,0.40891363944084,1
Fexofenadine,1,2,453,2369,2.61358976760089,0.40891363944084,1
Norgestimate,1,2,453,2369,2.61358976760089,0.40891363944084,1
Mepivacaine,1,2,453,2369,2.61358976760089,0.40891363944084,1
Desloratadine,1,2,453,2369,2.61358976760089,0.40891363944084,1
